
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 23c-ost .b   09 VII10
datum  48000.00


120915.0  48490.28 99
120916.0  48489.83 99
120917.0  48490.37 99
120918.0  48490.74 99
120919.0  48490.74 99
120920.0  48490.98 99
120921.0  48490.99 99
120922.0  48490.43 99
120923.0  48490.01 99
120924.0  48489.79 99
120925.0  48489.42 99
120926.0  48488.93 99
120927.0  48488.57 99
120928.0  48488.46 99
120929.0  48488.69 99
120930.0  48488.86 99
120931.0  48488.96 99
120932.0  48488.83 99
120933.0  48488.50 99
120934.0  48488.12 99
120935.0  48488.09 99
120936.0  48488.36 99
120937.0  48488.54 99
120938.0  48489.27 99
120939.0  48489.75 99
120940.0  48490.32 99
120941.0  48490.91 99
120942.0  48491.12 99
120943.0  48491.60 99
120944.0  48491.44 99
120945.0  48491.24 99
120946.0  48491.12 99
120947.0  48491.32 99
120948.0  48491.50 99
120949.0  48491.27 99
120950.0  48491.17 99
120951.0  48491.24 99
120952.0  48490.85 99
120953.0  48490.21 99
120954.0  48489.54 99
120955.0  48489.37 99
120956.0  48489.54 99
120957.0  48490.03 99
120958.0  48490.47 99
120959.0  48490.56 99
121000.0  48490.56 99
121001.0  48490.48 99
121002.0  48490.22 99
121003.0  48489.67 99
121004.0  48488.60 99
121005.0  48487.95 99
121006.0  48487.67 99
121007.0  48487.61 99
121008.0  48487.91 99
121009.0  48488.41 99
121010.0  48488.69 99
121011.0  48488.37 99
121012.0  48488.60 99
121013.0  48488.66 99
121014.0  48488.39 99
121015.0  48488.39 99
121016.0  48488.35 99
121017.0  48488.50 99
121018.0  48488.70 99
121019.0  48488.78 99
121020.0  48488.88 99
121021.0  48489.17 99
121022.0  48489.33 99
121023.0  48489.14 99
121024.0  48489.07 99
121025.0  48489.15 99
121026.0  48489.10 99
121027.0  48489.58 99
121028.0  48491.90 99
121029.0  48490.18 99
121030.0  48490.03 99
121031.0  48489.84 99
121032.0  48490.01 99
121033.0  48490.37 99
121034.0  48490.36 99
121035.0  48490.25 99
121036.0  48489.90 99
121037.0  48489.30 99
121038.0  48489.14 99
121039.0  48488.86 99
121040.0  48488.90 99
121041.0  48488.34 99
121042.0  48488.05 99
121043.0  48487.99 99
121044.0  48487.60 99
121045.0  48487.81 99
121046.0  48487.68 99
121047.0  48487.71 99
121048.0  48487.98 99
121049.0  48489.19 99
121050.0  48489.84 99
121051.0  48490.64 99
121052.0  48491.84 99
121053.0  48492.33 99
121054.0  48493.02 99
121055.0  48492.81 99
121056.0  48491.85 99
121057.0  48491.54 99
121058.0  48490.87 99
121059.0  48490.05 99
121100.0  48489.62 99
121101.0  48489.36 99
121102.0  48488.94 99
121103.0  48488.89 99
121104.0  48489.12 99
121105.0  48489.39 99
121106.0  48490.08 99
121107.0  48490.39 99
121108.0  48490.58 99
121109.0  48490.59 99
121110.0  48490.39 99
121111.0  48490.14 99
121112.0  48490.12 99
121113.0  48489.56 99
121114.0  48488.60 99
121115.0  48488.28 99
121116.0  48487.88 99
121117.0  48488.21 99
121118.0  48488.08 99
121119.0  48487.99 99
121120.0  48488.08 99
121121.0  48489.29 99
121122.0  48489.24 99
121123.0  48489.22 99
121124.0  48488.66 99
121125.0  48488.36 99
121126.0  48488.78 99
121127.0  48488.35 99
121128.0  48487.86 99
121129.0  48487.61 99
121130.0  48488.27 99
121131.0  48488.57 99
121132.0  48488.43 99
121133.0  48488.38 99
121134.0  48488.37 99
121135.0  48488.21 99
121136.0  48488.10 99
121137.0  48489.12 99
121138.0  48490.46 99
121139.0  48490.97 99
121140.0  48491.11 99
121141.0  48491.16 99
121142.0  48490.61 99
121143.0  48489.97 99
121144.0  48489.73 99
121145.0  48489.53 99
121146.0  48489.15 99
121147.0  48488.34 99
121148.0  48488.22 99
121149.0  48489.20 99
121150.0  48489.68 99
121151.0  48489.70 99
121152.0  48489.62 99
121153.0  48489.38 99
121154.0  48489.31 99
121155.0  48489.16 99
121156.0  48489.00 99
121157.0  48488.71 99
121158.0  48488.59 99
121159.0  48489.05 99
121200.0  48488.64 99
121201.0  48488.44 99
121202.0  48487.26 99
121203.0  48487.53 99
121204.0  48487.41 99
121205.0  48487.86 99
121206.0  48488.39 99
121207.0  48488.67 99
121208.0  48488.71 99
121209.0  48489.27 99
121210.0  48489.77 99
121211.0  48489.93 99
121212.0  48490.28 99
121213.0  48490.07 99
121214.0  48489.01 99
121215.0  48487.83 99
121216.0  48488.06 99
121217.0  48488.26 99
121218.0  48488.48 99
121219.0  48488.74 99
121220.0  48488.50 99
121221.0  48488.33 99
121222.0  48487.51 99
121223.0  48486.61 99
121224.0  48486.84 99
121225.0  48487.43 99
121226.0  48487.97 99
121227.0  48488.09 99
121228.0  48487.31 99
121229.0  48486.95 99
121230.0  48486.38 99
121231.0  48485.65 99
121232.0  48484.95 99
121233.0  48484.35 99
121234.0  48484.54 99
121235.0  48485.54 99
121236.0  48487.15 99
121237.0  48488.01 99
121238.0  48488.32 99
121239.0  48488.53 99
121240.0  48489.00 99
121241.0  48489.14 99
121242.0  48489.21 99
121243.0  48489.69 99
121244.0  48490.48 99
121245.0  48490.76 99
121246.0  48491.01 99
121247.0  48491.77 99
121248.0  48492.08 99
121249.0  48491.88 99
121250.0  48491.41 99
121251.0  48491.72 99
121252.0  48491.92 99
121253.0  48492.28 99
121254.0  48492.28 99
121255.0  48492.08 99
121256.0  48491.70 99
121257.0  48491.36 99
121258.0  48491.15 99
121259.0  48490.70 99
121300.0  48490.47 99
121301.0  48490.35 99
121302.0  48490.38 99
121303.0  48489.51 99
121304.0  48488.92 99
121305.0  48489.00 99
121306.0  48489.04 99
121307.0  48488.88 99
121308.0  48488.88 99
121309.0  48489.15 99
121310.0  48489.31 99
121311.0  48489.02 99
121312.0  48488.63 99
121313.0  48487.57 99
121314.0  48486.77 99
121315.0  48486.23 99
121316.0  48486.59 99
121317.0  48486.81 99
121318.0  48486.97 99
121319.0  48487.34 99
121320.0  48487.87 99
121321.0  48487.92 99
121322.0  48487.80 99
121323.0  48487.51 99
121324.0  48487.69 99
121325.0  48488.16 99
121326.0  48488.03 99
121327.0  48487.65 99
121328.0  48488.17 99
121329.0  48488.51 99
121330.0  48488.66 99
121331.0  48488.72 99
121332.0  48488.90 99
121333.0  48488.66 99
121334.0  48488.23 99
121335.0  48487.87 99
121336.0  48487.35 99
121337.0  48486.73 99
121338.0  48486.35 99
121339.0  48486.67 99
121340.0  48487.21 99
121341.0  48487.19 99
121342.0  48487.59 99
121343.0  48487.76 99
121344.0  48488.13 99
121345.0  48488.10 99
121346.0  48488.10 99
121347.0  48488.37 99
121348.0  48488.24 99
121349.0  48488.32 99
121350.0  48488.08 99
121351.0  48487.36 99
121352.0  48487.46 99
121353.0  48487.81 99
121354.0  48487.67 99
121355.0  48487.24 99
121356.0  48487.28 99
121357.0  48486.88 99
121358.0  48486.79 99
121359.0  48486.29 99
121400.0  48486.09 99
121401.0  48485.75 99
121402.0  48485.32 99
121403.0  48485.63 99
121404.0  48486.58 99
121405.0  48487.92 99
121406.0  48488.60 99
121407.0  48489.14 99
121408.0  48489.30 99
121409.0  48489.41 99
121410.0  48489.63 99
121411.0  48490.09 99
121412.0  48489.56 99
121413.0  48488.81 99
121414.0  48488.84 99
121415.0  48489.48 99
121416.0  48490.02 99
121417.0  48489.95 99
121418.0  48489.73 99
121419.0  48488.92 99
121420.0  48488.94 99
121421.0  48488.60 99
121422.0  48489.01 99
121423.0  48489.06 99
121424.0  48489.07 99
121425.0  48489.09 99
121426.0  48489.22 99
121427.0  48489.64 99
121428.0  48489.78 99
121429.0  48490.28 99
121430.0  48490.35 99
121431.0  48490.12 99
121432.0  48489.75 99
121433.0  48489.68 99
121434.0  48490.05 99
121435.0  48490.26 99
121436.0  48489.87 99
121437.0  48489.78 99
121438.0  48489.38 99
121439.0  48488.95 99
121440.0  48488.90 99
121441.0  48488.80 99
121442.0  48488.75 99
121443.0  48488.60 99
121444.0  48488.64 99
121445.0  48488.81 99
121446.0  48488.42 99
121447.0  48487.97 99
121448.0  48488.07 99
121449.0  48488.22 99
121450.0  48488.44 99
121451.0  48488.69 99
121452.0  48489.24 99
121453.0  48489.77 99
121454.0  48489.78 99
121455.0  48490.32 99
121456.0  48490.63 99
121457.0  48490.66 99
121458.0  48490.31 99
121459.0  48490.46 99
121500.0  48490.87 99
121501.0  48491.66 99
121502.0  48492.71 99
121503.0  48493.11 99
121504.0  48493.24 99
121505.0  48492.94 99
121506.0  48491.98 99
121507.0  48491.87 99
121508.0  48491.19 99
121509.0  48490.90 99
121510.0  48490.51 99
121511.0  48490.05 99
121512.0  48490.29 99
121513.0  48490.37 99
121514.0  48489.76 99
121515.0  48489.60 99
121516.0  48489.60 99
121517.0  48489.21 99
121518.0  48489.18 99
121519.0  48489.73 99
121520.0  48490.13 99
121521.0  48490.28 99
121522.0  48490.42 99
121523.0  48489.99 99
121524.0  48489.60 99
121525.0  48489.20 99
121526.0  48488.43 99
121527.0  48487.96 99
121528.0  48488.06 99
121529.0  48488.38 99
121530.0  48488.50 99
121531.0  48488.74 99
121532.0  48488.89 99
121533.0  48488.45 99
121534.0  48488.53 99
121535.0  48489.19 99
121536.0  48490.01 99
121537.0  48489.85 99
121538.0  48489.86 99
121539.0  48490.21 99
121540.0  48490.24 99
121541.0  48490.57 99
121542.0  48490.81 99
121543.0  48490.54 99
121544.0  48489.86 99
121545.0  48489.98 99
121546.0  48490.10 99
121547.0  48489.87 99
121548.0  48489.42 99
121549.0  48489.47 99
121550.0  48490.40 99
121551.0  48490.54 99
121552.0  48490.51 99
121553.0  48490.42 99
121554.0  48490.12 99
121555.0  48489.39 99
121556.0  48489.17 99
121557.0  48489.08 99
121558.0  48488.96 99
121559.0  48489.01 99
121600.0  48489.38 99
121601.0  48489.51 99
121602.0  48489.58 99
121603.0  48489.59 99
121604.0  48489.74 99
121605.0  48489.71 99
121606.0  48489.52 99
121607.0  48489.39 99
121608.0  48489.30 99
121609.0  48489.55 99
121610.0  48489.39 99
121611.0  48489.59 99
121612.0  48489.15 99
121613.0  48488.85 99
121614.0  48488.46 99
121615.0  48488.18 99
121616.0  48488.04 99
121617.0  48488.14 99
121618.0  48488.28 99
121619.0  48488.02 99
121620.0  48488.57 99
121621.0  48489.06 99
121622.0  48489.51 99
121623.0  48490.01 99
121624.0  48489.86 99
121625.0  48489.85 99
121626.0  48489.96 99
121627.0  48489.83 99
121628.0  48489.73 99
121629.0  48489.58 99
121630.0  48489.62 99
121631.0  48490.18 99
121632.0  48490.26 99
121633.0  48489.97 99
121634.0  48489.80 99
121635.0  48489.67 99
121636.0  48489.11 99
121637.0  48488.40 99
121638.0  48488.77 99
121639.0  48489.08 99
121640.0  48489.41 99
121641.0  48490.19 99
121642.0  48490.32 99
121643.0  48490.35 99
121644.0  48490.12 99
121645.0  48490.82 99
121646.0  48491.82 99
121647.0  48492.18 99
121648.0  48492.55 99
121649.0  48492.66 99
121650.0  48491.78 99
121651.0  48491.41 99
121652.0  48491.44 99
121653.0  48491.29 99
121654.0  48490.99 99
121655.0  48490.80 99
121656.0  48490.83 99
121657.0  48491.05 99
121658.0  48489.96 99
121659.0  48488.75 99
121700.0  48487.66 99
121701.0  48487.06 99
121702.0  48487.34 99
121703.0  48487.53 99
121704.0  48487.47 99
121705.0  48487.67 99
121706.0  48488.01 99
121707.0  48489.14 99
121708.0  48489.53 99
121709.0  48489.61 99
121710.0  48489.47 99
121711.0  48488.83 99
121712.0  48488.07 99
121713.0  48487.57 99
121714.0  48487.88 99
121715.0  48488.37 99
121716.0  48488.39 99
121717.0  48488.29 99
121718.0  48488.93 99
121719.0  48489.04 99
121720.0  48489.03 99
121721.0  48489.28 99
121722.0  48489.81 99
121723.0  48489.72 99
121724.0  48489.60 99
121725.0  48489.25 99
121726.0  48489.15 99
121727.0  48488.82 99
121728.0  48488.90 99
121729.0  48488.88 99
121730.0  48488.55 99
121731.0  48488.08 99
121732.0  48488.42 99
121733.0  48488.66 99
121734.0  48488.82 99
121735.0  48489.17 99
121736.0  48488.87 99
121737.0  48488.72 99
121738.0  48488.76 99
121739.0  48489.21 99
121740.0  48489.49 99
121741.0  48490.07 99
121742.0  48490.32 99
121743.0  48490.22 99
121744.0  48489.93 99
121745.0  48489.80 99
121746.0  48489.62 99
121747.0  48489.69 99
121748.0  48489.56 99
121749.0  48489.83 99
121750.0  48490.39 99
121751.0  48490.84 99
121752.0  48491.37 99
121753.0  48491.42 99
121754.0  48491.35 99
121755.0  48491.47 99
121756.0  48492.00 99
121757.0  48492.79 99
121758.0  48492.53 99
121759.0  48492.64 99
121800.0  48492.24 99
121801.0  48492.06 99
121802.0  48491.74 99
121803.0  48492.30 99
121804.0  48492.55 99
121805.0  48492.15 99
121806.0  48491.91 99
121807.0  48492.09 99
121808.0  48491.70 99
121809.0  48490.93 99
121810.0  48490.41 99
121811.0  48490.40 99
121812.0  48490.11 99
121813.0  48489.90 99
121814.0  48489.93 99
121815.0  48490.26 99
121816.0  48490.73 99
121817.0  48491.35 99
121818.0  48491.47 99
121819.0  48490.83 99
121820.0  48491.55 99
121821.0  48492.10 99
121822.0  48492.10 99
121823.0  48491.83 99
121824.0  48490.96 99
121825.0  48490.38 99
121826.0  48489.78 99
121827.0  48490.10 99
121828.0  48490.68 99
121829.0  48491.06 99
121830.0  48491.43 99
121831.0  48491.24 99
121832.0  48491.05 99
121833.0  48490.83 99
121834.0  48490.92 99
121835.0  48491.37 99
121836.0  48491.55 99
121837.0  48491.35 99
121838.0  48491.04 99
121839.0  48491.36 99
121840.0  48491.15 99
121841.0  48490.91 99
121842.0  48490.41 99
121843.0  48490.05 99
121844.0  48489.98 99
121845.0  48489.47 99
121846.0  48489.21 99
121847.0  48488.96 99
121848.0  48488.76 99
121849.0  48489.02 99
121850.0  48489.57 99
121851.0  48489.71 99
121852.0  48489.60 99
121853.0  48490.03 99
121854.0  48490.64 99
121855.0  48491.45 99
121856.0  48491.32 99
121857.0  48490.68 99
121858.0  48490.23 99
121859.0  48490.04 99
121900.0  48489.94 99
121901.0  48489.99 99
121902.0  48490.11 99
121903.0  48489.69 99
121904.0  48489.24 99
121905.0  48489.29 99
121906.0  48489.41 99
121907.0  48489.26 99
121908.0  48489.17 99
121909.0  48488.99 99
121910.0  48488.70 99
121911.0  48489.29 99
121912.0  48489.48 99
121913.0  48489.93 99
121914.0  48490.02 99
121915.0  48490.10 99
121916.0  48490.12 99
121917.0  48490.36 99
121918.0  48490.24 99
121919.0  48490.19 99
121920.0  48489.89 99
121921.0  48489.62 99
121922.0  48489.90 99
121923.0  48489.84 99
121924.0  48489.15 99
121925.0  48489.00 99
121926.0  48488.81 99
121927.0  48488.87 99
121928.0  48488.94 99
121929.0  48488.56 99
121930.0  48488.55 99
121931.0  48488.47 99
121932.0  48488.13 99
121933.0  48488.12 99
121934.0  48488.69 99
121935.0  48489.57 99
121936.0  48489.85 99
121937.0  48489.70 99
121938.0  48489.67 99
121939.0  48489.61 99
121940.0  48489.51 99
121941.0  48489.57 99
121942.0  48489.20 99
121943.0  48488.79 99
121944.0  48488.50 99
121945.0  48488.25 99
121946.0  48488.59 99
121947.0  48489.08 99
121948.0  48490.36 99
121949.0  48491.51 99
121950.0  48491.33 99
121951.0  48491.45 99
121952.0  48492.02 99
121953.0  48492.57 99
121954.0  48492.77 99
121955.0  48492.54 99
121956.0  48491.98 99
121957.0  48492.15 99
121958.0  48492.38 99
121959.0  48491.89 99
122000.0  48491.95 99
122001.0  48492.28 99
122002.0  48492.23 99
122003.0  48492.22 99
122004.0  48491.70 99
122005.0  48490.98 99
122006.0  48490.96 99
122007.0  48490.45 99
122008.0  48489.49 99
122009.0  48488.71 99
122010.0  48488.73 99
122011.0  48488.74 99
122012.0  48489.18 99
122013.0  48489.20 99
122014.0  48489.42 99
122015.0  48489.68 99
122016.0  48490.08 99
122017.0  48490.67 99
122018.0  48490.58 99
122019.0  48490.49 99
122020.0  48490.35 99
122021.0  48490.01 99
122022.0  48489.40 99
122023.0  48488.70 99
122024.0  48487.90 99
122025.0  48488.09 99
122026.0  48487.84 99
122027.0  48487.02 99
122028.0  48487.09 99
122029.0  48487.60 99
122030.0  48487.05 99
122031.0  48486.87 99
122032.0  48487.29 99
122033.0  48487.76 99
122034.0  48488.41 99
122035.0  48488.78 99
122036.0  48489.01 99
122037.0  48489.35 99
122038.0  48489.31 99
122039.0  48489.33 99
122040.0  48488.90 99
122041.0  48489.29 99
122042.0  48489.17 99
122043.0  48488.64 99
122044.0  48488.49 99
122045.0  48488.15 99
122046.0  48487.45 99
122047.0  48487.46 99
122048.0  48487.77 99
122049.0  48488.24 99
122050.0  48488.41 99
122051.0  48488.16 99
122052.0  48488.18 99
122053.0  48488.58 99
122054.0  48489.13 99
122055.0  48489.60 99
122056.0  48489.93 99
122057.0  48490.56 99
122058.0  48491.03 99
122059.0  48491.10 99
122100.0  48490.79 99
122101.0  48490.30 99
122102.0  48490.21 99
122103.0  48490.21 99
122104.0  48490.86 99
122105.0  48491.49 99
122106.0  48491.59 99
122107.0  48491.82 99
122108.0  48492.13 99
122109.0  48492.28 99
122110.0  48491.99 99
122111.0  48491.65 99
122112.0  48491.13 99
122113.0  48491.02 99
122114.0  48490.99 99
122115.0  48490.92 99
122116.0  48490.44 99
122117.0  48489.98 99
122118.0  48489.75 99
122119.0  48489.84 99
122120.0  48490.28 99
122121.0  48490.78 99
122122.0  48491.13 99
122123.0  48491.31 99
122124.0  48491.42 99
122125.0  48491.39 99
122126.0  48491.71 99
122127.0  48492.06 99
122128.0  48492.33 99
122129.0  48491.89 99
122130.0  48491.31 99
122131.0  48490.74 99
122132.0  48490.25 99
122133.0  48489.93 99
122134.0  48489.93 99
122135.0  48489.64 99
122136.0  48489.39 99
122137.0  48489.64 99
122138.0  48488.95 99
122139.0  48488.59 99
122140.0  48488.28 99
122141.0  48487.96 99
122142.0  48487.38 99
122143.0  48487.41 99
122144.0  48488.24 99
122145.0  48488.28 99
122146.0  48488.12 99
122147.0  48487.60 99
122148.0  48488.55 99
122149.0  48489.30 99
122150.0  48489.51 99
122151.0  48488.86 99
122152.0  48488.49 99
122153.0  48488.47 99
122154.0  48488.35 99
122155.0  48488.28 99
122156.0  48487.96 99
122157.0  48488.28 99
122158.0  48488.43 99
122159.0  48487.66 99
122200.0  48487.27 99
122201.0  48487.55 99
122202.0  48487.89 99
122203.0  48487.79 99
122204.0  48488.37 99
122205.0  48488.77 99
122206.0  48489.22 99
122207.0  48489.20 99
122208.0  48489.05 99
122209.0  48488.36 99
122210.0  48488.40 99
122211.0  48488.43 99
122212.0  48488.62 99
122213.0  48488.85 99
122214.0  48489.04 99
122215.0  48489.15 99
122216.0  48489.48 99
122217.0  48489.61 99
122218.0  48489.19 99
122219.0  48489.25 99
122220.0  48489.30 99
122221.0  48489.42 99
122222.0  48489.49 99
122223.0  48490.02 99
122224.0  48490.49 99
122225.0  48490.43 99
122226.0  48490.18 99
122227.0  48490.16 99
122228.0  48490.19 99
122229.0  48489.87 99
122230.0  48490.06 99
122231.0  48490.02 99
122232.0  48489.86 99
122233.0  48489.41 99
122234.0  48489.71 99
122235.0  48489.96 99
122236.0  48490.06 99
122237.0  48490.24 99
122238.0  48490.29 99
122239.0  48489.97 99
122240.0  48489.49 99
122241.0  48488.92 99
122242.0  48488.58 99
122243.0  48488.25 99
122244.0  48487.92 99
122245.0  48487.69 99
122246.0  48488.03 99
122247.0  48488.29 99
122248.0  48488.53 99
122249.0  48489.01 99
122250.0  48489.03 99
122251.0  48489.32 99
122252.0  48489.52 99
122253.0  48489.42 99
122254.0  48489.32 99
122255.0  48489.74 99
122256.0  48490.18 99
122257.0  48490.24 99
122258.0  48489.55 99
122259.0  48488.66 99
122300.0  48488.01 99
122301.0  48488.01 99
122302.0  48487.90 99
122303.0  48487.66 99
122304.0  48487.53 99
122305.0  48487.82 99
122306.0  48488.20 99
122307.0  48488.56 99
122308.0  48488.66 99
122309.0  48488.77 99
122310.0  48488.90 99
122311.0  48489.42 99
122312.0  48490.48 99
122313.0  48491.08 99
122314.0  48491.88 99
122315.0  48491.96 99
122316.0  48491.70 99
122317.0  48491.36 99
122318.0  48490.97 99
122319.0  48490.61 99
122320.0  48490.31 99
122321.0  48490.71 99
122322.0  48489.51 99
122323.0  48489.78 99
122324.0  48489.59 99
122325.0  48489.43 99
122326.0  48489.46 99
122327.0  48489.45 99
122328.0  48490.08 99
122329.0  48490.25 99
122330.0  48490.79 99
122331.0  48491.36 99
122332.0  48491.36 99
122333.0  48491.23 99
122334.0  48490.71 99
122335.0  48490.45 99
122336.0  48490.09 99
122337.0  48490.15 99
122338.0  48490.22 99
122339.0  48489.93 99
122340.0  48489.65 99
122341.0  48489.64 99
122342.0  48489.35 99
122343.0  48488.61 99
122344.0  48488.62 99
122345.0  48488.77 99
122346.0  48489.61 99
122347.0  48490.64 99
122348.0  48490.83 99
122349.0  48490.44 99
122350.0  48489.96 99
122351.0  48490.40 99
122352.0  48490.42 99
122353.0  48490.50 99
122354.0  48490.61 99
122355.0  48490.67 99
122356.0  48490.58 99
122357.0  48490.53 99
122358.0  48490.47 99
122359.0  48490.61 99
122400.0  48490.84 99
122401.0  48490.80 99
122402.0  48490.88 99
122403.0  48491.07 99
122404.0  48491.24 99
122405.0  48491.25 99
122406.0  48491.09 99
122407.0  48490.03 99
122408.0  48489.32 99
122409.0  48488.98 99
122410.0  48488.63 99
122411.0  48488.32 99
122412.0  48487.79 99
122413.0  48487.57 99
122414.0  48487.88 99
122415.0  48487.77 99
122416.0  48487.35 99
122417.0  48487.06 99
122418.0  48486.82 99
122419.0  48486.64 99
122420.0  48486.13 99
122421.0  48486.21 99
122422.0  48486.29 99
122423.0  48486.12 99
122424.0  48486.29 99
122425.0  48487.02 99
122426.0  48487.50 99
122427.0  48488.22 99
122428.0  48488.55 99
122429.0  48488.89 99
122430.0  48488.96 99
122431.0  48488.77 99
122432.0  48489.07 99
122433.0  48489.72 99
122434.0  48490.68 99
122435.0  48491.33 99
122436.0  48491.42 99
122437.0  48491.87 99
122438.0  48491.69 99
122439.0  48491.28 99
122440.0  48490.69 99
122441.0  48490.51 99
122442.0  48490.20 99
122443.0  48489.52 99
122444.0  48489.21 99
122445.0  48489.27 99
122446.0  48489.39 99
122447.0  48489.10 99
122448.0  48488.94 99
122449.0  48488.50 99
122450.0  48488.35 99
122451.0  48488.40 99
122452.0  48488.30 99
122453.0  48487.80 99
122454.0  48487.66 99
122455.0  48488.43 99
122456.0  48489.24 99
122457.0  48489.44 99
122458.0  48489.33 99
122459.0  48489.79 99
122500.0  48489.95 99
122501.0  48490.10 99
122502.0  48489.93 99
122503.0  48490.09 99
122504.0  48490.63 99
122505.0  48491.30 99
122506.0  48491.54 99
122507.0  48491.66 99
122508.0  48491.49 99
122509.0  48490.88 99
122510.0  48490.00 99
122511.0  48489.89 99
122512.0  48489.76 99
122513.0  48489.92 99
122514.0  48490.52 99
122515.0  48490.56 99
122516.0  48490.47 99
122517.0  48489.62 99
122518.0  48489.31 99
122519.0  48489.21 99
122520.0  48489.36 99
122521.0  48489.88 99
122522.0  48490.01 99
122523.0  48490.15 99
122524.0  48490.15 99
122525.0  48490.24 99
122526.0  48490.39 99
122527.0  48490.25 99
122528.0  48490.16 99
122529.0  48489.81 99
122530.0  48489.56 99
122531.0  48489.32 99
122532.0  48489.20 99
122533.0  48489.42 99
122534.0  48488.08 99
122535.0  48487.49 99
122536.0  48487.42 99
122537.0  48487.59 99
122538.0  48487.87 99
122539.0  48487.92 99
122540.0  48487.88 99
122541.0  48487.79 99
122542.0  48487.57 99
122543.0  48487.79 99
122544.0  48487.65 99
122545.0  48487.69 99
122546.0  48487.76 99
122547.0  48487.89 99
122548.0  48488.35 99
122549.0  48489.11 99
122550.0  48489.40 99
122551.0  48489.49 99
122552.0  48489.06 99
122553.0  48489.62 99
122554.0  48489.58 99
122555.0  48489.19 99
122556.0  48488.55 99
122557.0  48488.35 99
122558.0  48488.72 99
122559.0  48489.11 99
122600.0  48489.01 99
122601.0  48489.12 99
122602.0  48488.94 99
122603.0  48489.10 99
122604.0  48489.43 99
122605.0  48489.36 99
122606.0  48488.90 99
122607.0  48488.90 99
122608.0  48488.92 99
122609.0  48489.36 99
122610.0  48489.73 99
122611.0  48490.32 99
122612.0  48490.46 99
122613.0  48490.10 99
122614.0  48489.77 99
122615.0  48489.93 99
122616.0  48490.95 99
122617.0  48491.62 99
122618.0  48492.17 99
122619.0  48492.40 99
122620.0  48492.45 99
122621.0  48492.49 99
122622.0  48492.35 99
122623.0  48492.34 99
122624.0  48492.37 99
122625.0  48492.14 99
122626.0  48491.56 99
122627.0  48491.49 99
122628.0  48491.05 99
122629.0  48490.96 99
122630.0  48491.18 99
122631.0  48491.24 99
122632.0  48491.35 99
122633.0  48491.54 99
122634.0  48491.36 99
122635.0  48490.95 99
122636.0  48490.76 99
122637.0  48490.25 99
122638.0  48489.84 99
122639.0  48489.43 99
122640.0  48489.35 99
122641.0  48489.65 99
122642.0  48489.76 99
122643.0  48490.08 99
122644.0  48490.28 99
122645.0  48490.62 99
122646.0  48490.98 99
122647.0  48491.41 99
122648.0  48491.21 99
122649.0  48490.43 99
122650.0  48489.96 99
122651.0  48490.04 99
122652.0  48489.69 99
122653.0  48489.74 99
122654.0  48489.90 99
122655.0  48489.80 99
122656.0  48489.44 99
122657.0  48489.25 99
122658.0  48489.40 99
122659.0  48489.23 99
122700.0  48488.99 99
122701.0  48488.57 99
122702.0  48488.23 99
122703.0  48488.28 99
122704.0  48488.29 99
122705.0  48488.18 99
122706.0  48488.11 99
122707.0  48488.06 99
122708.0  48487.52 99
122709.0  48487.23 99
122710.0  48487.02 99
122711.0  48486.97 99
122712.0  48487.09 99
122713.0  48488.15 99
122714.0  48488.12 99
122715.0  48487.69 99
122716.0  48486.97 99
122717.0  48486.55 99
122718.0  48486.24 99
122719.0  48485.82 99
122720.0  48485.11 99
122721.0  48485.82 99
122722.0  48486.23 99
122723.0  48486.90 99
122724.0  48487.43 99
122725.0  48488.82 99
122726.0  48489.24 99
122727.0  48489.43 99
122728.0  48490.10 99
122729.0  48490.84 99
122730.0  48491.01 99
122731.0  48491.42 99
122732.0  48491.64 99
122733.0  48491.87 99
122734.0  48492.70 99
122735.0  48492.96 99
122736.0  48492.88 99
122737.0  48491.79 99
122738.0  48490.78 99
122739.0  48490.31 99
122740.0  48489.87 99
122741.0  48489.48 99
122742.0  48489.74 99
122743.0  48490.38 99
122744.0  48490.67 99
122745.0  48491.67 99
122746.0  48492.76 99
122747.0  48493.26 99
122748.0  48493.46 99
122749.0  48493.69 99
122750.0  48493.72 99
122751.0  48493.23 99
122752.0  48492.59 99
122753.0  48492.00 99
122754.0  48491.07 99
122755.0  48490.69 99
122756.0  48490.48 99
122757.0  48490.04 99
122758.0  48489.76 99
122759.0  48489.70 99
122800.0  48489.84 99
122801.0  48490.24 99
122802.0  48490.02 99
122803.0  48490.08 99
122804.0  48490.14 99
122805.0  48489.73 99
122806.0  48489.42 99
122807.0  48488.84 99
122808.0  48488.46 99
122809.0  48488.36 99
122810.0  48488.20 99
122811.0  48488.08 99
122812.0  48489.25 99
122813.0  48489.52 99
122814.0  48489.11 99
122815.0  48488.90 99
122816.0  48489.06 99
122817.0  48489.37 99
122818.0  48489.28 99
122819.0  48488.55 99
122820.0  48487.96 99
122821.0  48488.27 99
122822.0  48488.71 99
122823.0  48488.65 99
122824.0  48488.87 99
122825.0  48488.81 99
122826.0  48488.35 99
122827.0  48487.64 99
122828.0  48487.69 99
122829.0  48487.68 99
122830.0  48488.15 99
122831.0  48487.97 99
122832.0  48487.41 99
122833.0  48487.25 99
122834.0  48486.17 99
122835.0  48485.94 99
