
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 24c-sch .b   09 VII10
datum  48000.00


125147.0  48544.12 99
125148.0  48542.39 99
125149.0  48540.84 99
125150.0  48538.13 99
125151.0  48538.06 99
125152.0  48539.03 99
125153.0  48540.95 99
125154.0  48542.38 99
125155.0  48541.87 99
125156.0  48538.92 99
125157.0  48535.91 99
125158.0  48536.35 99
125159.0  48537.19 99
125200.0  48538.60 99
125201.0  48538.52 99
125202.0  48537.70 99
125203.0  48537.28 99
125204.0  48536.42 99
125205.0  48537.43 99
125206.0  48538.70 99
125207.0  48541.55 99
125208.0  48540.26 99
125209.0  48538.77 99
125210.0  48536.31 99
125211.0  48537.22 99
125212.0  48538.98 99
125213.0  48541.03 99
125214.0  48540.03 99
125215.0  48538.72 99
125216.0  48536.86 99
125217.0  48535.52 99
125218.0  48537.08 99
125219.0  48539.28 99
125220.0  48541.11 99
125221.0  48539.74 99
125222.0  48537.69 99
125223.0  48535.64 99
125224.0  48537.57 99
125225.0  48539.05 99
125226.0  48540.49 99
125227.0  48541.49 99
125228.0  48539.88 99
125229.0  48538.17 99
125230.0  48536.00 99
125231.0  48536.49 99
125232.0  48537.54 99
125233.0  48540.08 99
125234.0  48539.96 99
125235.0  48539.78 99
125236.0  48538.15 99
125237.0  48539.03 99
125238.0  48540.59 99
125239.0  48542.57 99
125240.0  48541.13 99
125241.0  48540.09 99
125242.0  48538.50 99
125243.0  48539.50 99
125244.0  48541.55 99
125245.0  48544.08 99
125246.0  48543.42 99
125247.0  48542.11 99
125248.0  48540.91 99
125249.0  48541.25 99
125250.0  48542.65 99
125251.0  48544.41 99
125252.0  48543.89 99
125253.0  48542.86 99
125254.0  48542.31 99
125255.0  48541.45 99
125256.0  48542.46 99
125257.0  48543.66 99
125258.0  48545.71 99
125259.0  48544.03 99
125300.0  48542.47 99
125301.0  48540.94 99
125302.0  48540.75 99
125303.0  48541.43 99
125304.0  48541.69 99
125305.0  48543.66 99
125306.0  48541.90 99
125307.0  48539.52 99
125308.0  48537.88 99
125309.0  48539.52 99
125310.0  48541.00 99
125311.0  48542.91 99
125312.0  48542.09 99
125313.0  48541.29 99
125314.0  48538.61 99
125315.0  48539.25 99
125316.0  48540.70 99
125317.0  48541.18 99
125318.0  48543.53 99
125319.0  48542.08 99
125320.0  48540.35 99
125321.0  48538.96 99
125322.0  48537.87 99
125323.0  48539.28 99
125324.0  48541.78 99
125325.0  48543.00 99
125326.0  48541.24 99
125327.0  48539.90 99
125328.0  48537.77 99
125329.0  48538.81 99
125330.0  48540.31 99
125331.0  48542.57 99
125332.0  48541.70 99
125333.0  48540.00 99
125334.0  48535.99 99
125335.0  48535.83 99
125336.0  48536.98 99
125337.0  48539.20 99
125338.0  48538.92 99
125339.0  48537.65 99
125340.0  48537.37 99
125341.0  48536.07 99
125342.0  48535.97 99
125343.0  48537.14 99
125344.0  48539.08 99
125345.0  48541.55 99
125346.0  48540.12 99
125347.0  48538.68 99
125348.0  48536.99 99
125349.0  48536.96 99
125350.0  48538.14 99
125351.0  48540.02 99
125352.0  48540.74 99
125353.0  48539.36 99
125354.0  48538.13 99
125355.0  48536.30 99
125356.0  48537.71 99
125357.0  48538.88 99
125358.0  48540.74 99
125359.0  48540.11 99
125400.0  48538.67 99
125401.0  48537.19 99
125402.0  48537.74 99
125403.0  48539.27 99
125404.0  48542.08 99
125405.0  48542.45 99
125406.0  48541.24 99
125407.0  48538.91 99
125408.0  48537.94 99
125409.0  48539.85 99
125410.0  48541.34 99
125411.0  48542.94 99
125412.0  48544.03 99
125413.0  48542.62 99
125414.0  48541.33 99
125415.0  48538.98 99
125416.0  48540.43 99
125417.0  48542.17 99
125418.0  48545.22 99
125419.0  48544.47 99
125420.0  48543.04 99
125421.0  48541.57 99
125422.0  48539.20 99
125423.0  48539.75 99
125424.0  48539.85 99
125425.0  48542.88 99
125426.0  48541.49 99
125427.0  48540.74 99
125428.0  48539.10 99
125429.0  48538.75 99
125430.0  48540.59 99
125431.0  48542.32 99
125432.0  48543.84 99
125433.0  48542.49 99
125434.0  48540.08 99
125435.0  48538.06 99
125436.0  48539.16 99
125437.0  48540.08 99
125438.0  48542.20 99
125439.0  48541.22 99
125440.0  48539.83 99
125441.0  48536.60 99
125442.0  48535.94 99
125443.0  48536.11 99
125444.0  48536.71 99
125445.0  48539.65 99
125446.0  48538.29 99
125447.0  48536.49 99
125448.0  48534.11 99
125449.0  48533.40 99
125450.0  48535.01 99
125451.0  48537.99 99
125452.0  48537.98 99
125453.0  48536.30 99
125454.0  48534.81 99
125455.0  48534.36 99
125456.0  48535.12 99
125457.0  48537.00 99
125458.0  48539.80 99
125459.0  48541.04 99
125500.0  48540.15 99
125501.0  48539.48 99
125502.0  48538.64 99
125503.0  48540.48 99
125504.0  48541.82 99
125505.0  48542.43 99
125506.0  48542.85 99
125507.0  48542.45 99
125508.0  48541.19 99
125509.0  48540.86 99
125510.0  48541.93 99
125511.0  48542.62 99
125512.0  48544.24 99
125513.0  48544.37 99
125514.0  48542.64 99
125515.0  48541.01 99
125516.0  48538.78 99
125517.0  48540.14 99
125518.0  48542.11 99
125519.0  48543.44 99
125520.0  48542.72 99
125521.0  48540.79 99
125522.0  48538.61 99
125523.0  48538.63 99
125524.0  48538.89 99
125525.0  48540.86 99
125526.0  48541.87 99
125527.0  48540.75 99
125528.0  48539.44 99
125529.0  48538.29 99
125530.0  48539.57 99
125531.0  48541.25 99
125532.0  48543.21 99
125533.0  48541.74 99
125534.0  48540.30 99
125535.0  48538.20 99
125536.0  48538.24 99
125537.0  48539.74 99
125538.0  48541.69 99
125539.0  48542.23 99
125540.0  48540.51 99
125541.0  48539.33 99
125542.0  48537.45 99
125543.0  48537.69 99
125544.0  48538.96 99
125545.0  48541.05 99
125546.0  48541.55 99
125547.0  48540.40 99
125548.0  48537.87 99
125549.0  48535.67 99
125550.0  48536.71 99
125551.0  48539.15 99
125552.0  48541.21 99
125553.0  48540.09 99
125554.0  48538.30 99
125555.0  48536.67 99
125556.0  48537.91 99
125557.0  48539.50 99
125558.0  48541.29 99
125559.0  48540.96 99
125600.0  48540.20 99
125601.0  48538.40 99
125602.0  48537.59 99
125603.0  48538.51 99
125604.0  48539.33 99
125605.0  48541.13 99
125606.0  48539.85 99
125607.0  48538.08 99
125608.0  48535.33 99
125609.0  48536.37 99
125610.0  48537.84 99
125611.0  48540.05 99
125612.0  48538.59 99
125613.0  48537.47 99
125614.0  48535.33 99
125615.0  48536.39 99
125616.0  48537.64 99
125617.0  48540.48 99
125618.0  48539.95 99
125619.0  48539.11 99
125620.0  48538.01 99
125621.0  48537.20 99
125622.0  48538.58 99
125623.0  48540.04 99
125624.0  48542.40 99
125625.0  48541.42 99
125626.0  48540.98 99
125627.0  48538.50 99
125628.0  48538.34 99
125629.0  48539.37 99
125630.0  48539.91 99
125631.0  48542.85 99
125632.0  48541.70 99
125633.0  48540.54 99
125634.0  48538.35 99
125635.0  48539.65 99
125636.0  48541.79 99
125637.0  48544.39 99
125638.0  48543.88 99
125639.0  48542.57 99
125640.0  48540.69 99
125641.0  48541.42 99
125642.0  48543.00 99
125643.0  48545.30 99
125644.0  48545.04 99
125645.0  48543.62 99
125646.0  48541.52 99
125647.0  48540.03 99
125648.0  48541.06 99
125649.0  48542.42 99
125650.0  48544.90 99
125651.0  48542.99 99
125652.0  48541.32 99
125653.0  48538.81 99
125654.0  48538.80 99
125655.0  48539.76 99
125656.0  48541.24 99
125657.0  48542.56 99
125658.0  48542.96 99
125659.0  48541.61 99
125700.0  48539.56 99
125701.0  48538.31 99
125702.0  48539.29 99
125703.0  48540.97 99
125704.0  48543.54 99
125705.0  48542.53 99
125706.0  48541.29 99
125707.0  48539.09 99
125708.0  48539.80 99
125709.0  48541.35 99
125710.0  48542.90 99
125711.0  48542.11 99
125712.0  48539.62 99
125713.0  48536.58 99
125714.0  48535.64 99
125715.0  48536.16 99
125716.0  48537.31 99
125717.0  48538.69 99
125718.0  48538.29 99
125719.0  48537.38 99
125720.0  48535.10 99
125721.0  48533.41 99
125722.0  48533.75 99
125723.0  48536.47 99
125724.0  48538.07 99
125725.0  48537.05 99
125726.0  48535.46 99
125727.0  48535.11 99
125728.0  48537.34 99
125729.0  48539.43 99
125730.0  48542.02 99
125731.0  48543.04 99
125732.0  48541.97 99
125733.0  48540.25 99
125734.0  48539.03 99
125735.0  48540.11 99
125736.0  48541.50 99
125737.0  48542.57 99
125738.0  48541.36 99
125739.0  48540.04 99
125740.0  48538.19 99
125741.0  48537.17 99
125742.0  48538.49 99
125743.0  48539.83 99
125744.0  48541.45 99
125745.0  48540.40 99
125746.0  48539.20 99
125747.0  48538.02 99
125748.0  48539.32 99
125749.0  48540.73 99
125750.0  48542.07 99
125751.0  48543.26 99
125752.0  48541.96 99
125753.0  48540.21 99
125754.0  48538.53 99
125755.0  48538.44 99
125756.0  48538.88 99
125757.0  48539.14 99
125758.0  48542.00 99
125759.0  48540.75 99
125800.0  48540.00 99
125801.0  48538.03 99
125802.0  48537.39 99
125803.0  48537.87 99
125804.0  48539.77 99
125805.0  48541.19 99
125806.0  48540.47 99
125807.0  48539.36 99
125808.0  48537.94 99
125809.0  48539.36 99
125810.0  48540.40 99
125811.0  48542.23 99
125812.0  48544.18 99
125813.0  48542.25 99
125814.0  48540.79 99
125815.0  48539.34 99
125816.0  48540.45 99
125817.0  48541.35 99
125818.0  48541.88 99
125819.0  48543.87 99
125820.0  48541.88 99
125821.0  48539.81 99
125822.0  48537.77 99
125823.0  48537.45 99
125824.0  48538.18 99
125825.0  48540.20 99
125826.0  48542.06 99
125827.0  48540.00 99
125828.0  48538.43 99
125829.0  48535.93 99
125830.0  48536.79 99
125831.0  48538.05 99
125832.0  48538.88 99
125833.0  48540.05 99
125834.0  48538.70 99
125835.0  48537.47 99
125836.0  48536.67 99
125837.0  48538.79 99
125838.0  48541.40 99
125839.0  48542.55 99
125840.0  48541.62 99
125841.0  48540.09 99
125842.0  48538.15 99
125843.0  48539.40 99
125844.0  48541.20 99
125845.0  48543.34 99
125846.0  48542.62 99
125847.0  48540.17 99
125848.0  48537.96 99
125849.0  48536.98 99
125850.0  48537.66 99
125851.0  48539.14 99
125852.0  48541.13 99
125853.0  48539.75 99
125854.0  48538.03 99
125855.0  48536.47 99
125856.0  48536.45 99
125857.0  48538.38 99
125858.0  48540.60 99
125859.0  48540.91 99
125900.0  48538.75 99
125901.0  48536.92 99
125902.0  48535.68 99
125903.0  48536.20 99
125904.0  48537.77 99
125905.0  48539.99 99
125906.0  48541.15 99
125907.0  48539.63 99
125908.0  48537.59 99
125909.0  48536.72 99
125910.0  48537.58 99
125911.0  48539.04 99
125912.0  48540.63 99
125913.0  48541.04 99
125914.0  48539.89 99
125915.0  48538.39 99
125916.0  48536.63 99
125917.0  48537.98 99
125918.0  48539.41 99
125919.0  48540.81 99
125920.0  48539.97 99
125921.0  48538.76 99
125922.0  48536.89 99
125923.0  48537.11 99
125924.0  48538.37 99
125925.0  48539.81 99
125926.0  48542.13 99
125927.0  48541.50 99
125928.0  48540.23 99
125929.0  48538.78 99
125930.0  48538.46 99
125931.0  48539.20 99
125932.0  48540.50 99
125933.0  48541.91 99
125934.0  48541.58 99
125935.0  48540.69 99
125936.0  48538.42 99
125937.0  48539.62 99
125938.0  48541.86 99
125939.0  48544.60 99
125940.0  48544.05 99
125941.0  48543.17 99
125942.0  48540.65 99
125943.0  48540.67 99
125944.0  48542.00 99
125945.0  48542.89 99
125946.0  48544.66 99
125947.0  48544.05 99
125948.0  48542.94 99
125949.0  48541.13 99
125950.0  48539.28 99
125951.0  48540.13 99
125952.0  48540.71 99
125953.0  48542.18 99
125954.0  48542.14 99
125955.0  48540.79 99
125956.0  48539.14 99
125957.0  48537.73 99
125958.0  48537.53 99
125959.0  48538.53 99
130000.0  48539.71 99
130001.0  48542.36 99
130002.0  48541.21 99
130003.0  48539.86 99
130004.0  48538.31 99
130005.0  48537.61 99
130006.0  48538.23 99
130007.0  48540.21 99
130008.0  48541.29 99
130009.0  48539.68 99
130010.0  48538.34 99
130011.0  48536.25 99
130012.0  48536.71 99
130013.0  48538.08 99
130014.0  48540.09 99
130015.0  48538.34 99
130016.0  48536.87 99
130017.0  48535.28 99
130018.0  48536.21 99
130019.0  48537.57 99
130020.0  48540.27 99
130021.0  48539.47 99
130022.0  48538.75 99
130023.0  48536.74 99
130024.0  48537.39 99
130025.0  48538.87 99
130026.0  48540.13 99
130027.0  48542.03 99
130028.0  48540.98 99
130029.0  48538.86 99
130030.0  48536.88 99
130031.0  48537.88 99
130032.0  48538.98 99
130033.0  48540.36 99
130034.0  48542.21 99
130035.0  48540.85 99
130036.0  48540.16 99
130037.0  48537.53 99
130038.0  48535.52 99
130039.0  48536.26 99
130040.0  48537.88 99
130041.0  48539.81 99
130042.0  48538.45 99
130043.0  48537.43 99
130044.0  48535.86 99
130045.0  48536.57 99
130046.0  48538.15 99
130047.0  48540.91 99
130048.0  48541.68 99
130049.0  48540.20 99
130050.0  48538.10 99
130051.0  48536.75 99
130052.0  48538.54 99
130053.0  48540.53 99
130054.0  48542.52 99
130055.0  48541.78 99
130056.0  48541.37 99
130057.0  48538.47 99
130058.0  48538.46 99
130059.0  48539.93 99
130100.0  48541.94 99
130101.0  48542.90 99
130102.0  48541.52 99
130103.0  48539.82 99
130104.0  48538.41 99
130105.0  48539.83 99
130106.0  48541.06 99
130107.0  48541.50 99
130108.0  48542.21 99
130109.0  48540.47 99
130110.0  48539.07 99
130111.0  48536.56 99
130112.0  48537.76 99
130113.0  48539.23 99
130114.0  48541.99 99
130115.0  48541.48 99
130116.0  48539.32 99
130117.0  48538.04 99
130118.0  48536.82 99
130119.0  48538.01 99
130120.0  48539.68 99
130121.0  48541.97 99
130122.0  48540.82 99
130123.0  48539.39 99
130124.0  48537.62 99
130125.0  48538.56 99
130126.0  48540.17 99
130127.0  48543.15 99
130128.0  48542.05 99
130129.0  48541.02 99
130130.0  48539.81 99
130131.0  48538.36 99
130132.0  48539.40 99
130133.0  48540.32 99
130134.0  48541.92 99
130135.0  48542.57 99
130136.0  48541.54 99
130137.0  48540.30 99
130138.0  48538.16 99
130139.0  48539.45 99
130140.0  48540.88 99
130141.0  48542.20 99
130142.0  48542.80 99
130143.0  48540.85 99
130144.0  48538.14 99
130145.0  48536.60 99
130146.0  48536.97 99
130147.0  48538.96 99
130148.0  48540.52 99
130149.0  48541.81 99
130150.0  48541.25 99
130151.0  48539.61 99
130152.0  48537.09 99
130153.0  48538.80 99
130154.0  48540.91 99
130155.0  48542.12 99
130156.0  48541.05 99
130157.0  48539.88 99
130158.0  48538.71 99
130159.0  48538.31 99
130200.0  48539.23 99
130201.0  48540.49 99
130202.0  48542.38 99
130203.0  48542.60 99
130204.0  48541.29 99
130205.0  48539.41 99
130206.0  48537.69 99
130207.0  48538.69 99
130208.0  48540.41 99
130209.0  48542.72 99
130210.0  48541.40 99
130211.0  48540.41 99
130212.0  48538.19 99
130213.0  48537.77 99
130214.0  48538.59 99
130215.0  48539.38 99
130216.0  48541.88 99
130217.0  48540.26 99
130218.0  48538.79 99
130219.0  48537.02 99
130220.0  48538.49 99
130221.0  48539.73 99
130222.0  48540.70 99
130223.0  48541.95 99
130224.0  48541.23 99
130225.0  48539.45 99
130226.0  48538.89 99
130227.0  48540.07 99
130228.0  48541.11 99
130229.0  48542.47 99
130230.0  48540.40 99
130231.0  48538.52 99
130232.0  48536.98 99
130233.0  48537.46 99
130234.0  48538.54 99
130235.0  48540.57 99
130236.0  48542.30 99
130237.0  48541.47 99
130238.0  48540.58 99
130239.0  48538.72 99
130240.0  48539.68 99
130241.0  48540.61 99
130242.0  48542.35 99
130243.0  48543.27 99
130244.0  48541.81 99
130245.0  48540.90 99
130246.0  48538.83 99
130247.0  48539.70 99
130248.0  48541.01 99
130249.0  48543.31 99
130250.0  48542.85 99
130251.0  48540.81 99
130252.0  48538.42 99
130253.0  48538.39 99
130254.0  48540.17 99
130255.0  48540.57 99
130256.0  48541.98 99
130257.0  48542.01 99
130258.0  48540.46 99
130259.0  48539.04 99
130300.0  48537.78 99
130301.0  48539.11 99
130302.0  48540.75 99
130303.0  48542.94 99
130304.0  48542.32 99
130305.0  48541.06 99
130306.0  48538.18 99
130307.0  48537.59 99
130308.0  48538.92 99
130309.0  48540.13 99
130310.0  48541.26 99
130311.0  48539.73 99
130312.0  48538.46 99
130313.0  48537.41 99
130314.0  48538.89 99
130315.0  48540.88 99
130316.0  48543.75 99
130317.0  48542.48 99
130318.0  48540.07 99
130319.0  48537.72 99
130320.0  48538.24 99
130321.0  48539.29 99
130322.0  48541.19 99
130323.0  48540.41 99
130324.0  48538.76 99
130325.0  48536.58 99
130326.0  48537.42 99
130327.0  48538.46 99
130328.0  48539.63 99
130329.0  48540.76 99
130330.0  48539.37 99
130331.0  48537.59 99
130332.0  48536.03 99
130333.0  48538.18 99
130334.0  48539.54 99
130335.0  48541.10 99
130336.0  48543.55 99
130337.0  48542.77 99
130338.0  48541.25 99
130339.0  48539.29 99
130340.0  48540.72 99
130341.0  48542.31 99
130342.0  48544.68 99
130343.0  48542.75 99
130344.0  48541.53 99
130345.0  48539.65 99
130346.0  48540.69 99
130347.0  48542.34 99
130348.0  48543.41 99
130349.0  48544.57 99
130350.0  48543.10 99
130351.0  48541.33 99
130352.0  48538.86 99
130353.0  48539.40 99
130354.0  48540.01 99
130355.0  48541.24 99
130356.0  48542.30 99
130357.0  48540.22 99
130358.0  48538.13 99
130359.0  48536.00 99
130400.0  48536.37 99
130401.0  48537.88 99
130402.0  48539.45 99
130403.0  48540.26 99
130404.0  48538.75 99
130405.0  48537.39 99
130406.0  48536.85 99
130407.0  48538.60 99
130408.0  48541.21 99
130409.0  48542.74 99
130410.0  48541.47 99
130411.0  48540.14 99
130412.0  48538.20 99
130413.0  48539.36 99
130414.0  48540.81 99
130415.0  48542.22 99
130416.0  48541.26 99
130417.0  48538.92 99
130418.0  48537.00 99
130419.0  48534.95 99
130420.0  48536.13 99
130421.0  48537.55 99
130422.0  48540.68 99
130423.0  48539.45 99
130424.0  48537.82 99
130425.0  48536.76 99
130426.0  48535.79 99
130427.0  48537.53 99
130428.0  48539.42 99
130429.0  48541.79 99
130430.0  48539.84 99
130431.0  48538.12 99
130432.0  48535.13 99
130433.0  48535.72 99
130434.0  48536.40 99
130435.0  48539.57 99
130436.0  48538.44 99
130437.0  48537.53 99
130438.0  48536.30 99
130439.0  48538.32 99
130440.0  48540.92 99
130441.0  48542.99 99
130442.0  48541.35 99
130443.0  48539.23 99
130444.0  48536.72 99
130445.0  48536.97 99
130446.0  48537.77 99
130447.0  48538.68 99
130448.0  48539.50 99
130449.0  48540.65 99
130450.0  48539.01 99
130451.0  48537.06 99
130452.0  48536.31 99
130453.0  48538.41 99
130454.0  48540.35 99
130455.0  48542.18 99
130456.0  48540.31 99
130457.0  48538.50 99
130458.0  48536.30 99
130459.0  48537.58 99
130500.0  48539.36 99
130501.0  48541.99 99
130502.0  48540.32 99
130503.0  48539.12 99
130504.0  48537.97 99
130505.0  48538.78 99
130506.0  48539.97 99
130507.0  48541.30 99
130508.0  48541.63 99
130509.0  48540.25 99
130510.0  48537.89 99
130511.0  48535.80 99
130512.0  48537.17 99
130513.0  48539.12 99
130514.0  48540.81 99
130515.0  48539.78 99
130516.0  48538.73 99
130517.0  48535.76 99
130518.0  48536.80 99
130519.0  48538.29 99
130520.0  48540.38 99
130521.0  48539.90 99
130522.0  48539.02 99
130523.0  48536.66 99
130524.0  48536.66 99
130525.0  48537.38 99
130526.0  48539.74 99
130527.0  48540.54 99
130528.0  48539.21 99
130529.0  48537.43 99
130530.0  48536.39 99
130531.0  48538.39 99
130532.0  48540.30 99
130533.0  48541.85 99
130534.0  48541.94 99
130535.0  48539.96 99
130536.0  48538.34 99
130537.0  48537.64 99
130538.0  48538.58 99
130539.0  48540.64 99
130540.0  48541.41 99
130541.0  48539.73 99
130542.0  48538.67 99
130543.0  48537.21 99
130544.0  48538.19 99
130545.0  48539.12 99
130546.0  48540.53 99
130547.0  48539.57 99
130548.0  48538.53 99
130549.0  48535.98 99
130550.0  48535.05 99
130551.0  48535.90 99
130552.0  48538.59 99
130553.0  48538.79 99
130554.0  48538.59 99
130555.0  48537.06 99
130556.0  48537.65 99
130557.0  48538.35 99
130558.0  48539.34 99
130559.0  48541.78 99
130600.0  48541.23 99
130601.0  48539.60 99
130602.0  48538.12 99
130603.0  48538.49 99
130604.0  48539.63 99
130605.0  48542.03 99
130606.0  48542.81 99
130607.0  48541.56 99
130608.0  48539.27 99
130609.0  48537.80 99
130610.0  48538.13 99
130611.0  48538.87 99
130612.0  48539.94 99
130613.0  48540.40 99
130614.0  48539.55 99
130615.0  48537.34 99
130616.0  48536.59 99
130617.0  48537.71 99
130618.0  48538.72 99
130619.0  48541.75 99
130620.0  48540.66 99
130621.0  48538.94 99
130622.0  48536.45 99
130623.0  48537.21 99
130624.0  48539.50 99
130625.0  48542.35 99
130626.0  48542.04 99
130627.0  48541.41 99
130628.0  48540.72 99
130629.0  48539.67 99
130630.0  48540.55 99
130631.0  48541.86 99
130632.0  48543.46 99
130633.0  48542.03 99
130634.0  48540.20 99
130635.0  48538.20 99
130636.0  48538.88 99
130637.0  48540.46 99
130638.0  48542.29 99
130639.0  48541.14 99
130640.0  48539.39 99
130641.0  48537.35 99
130642.0  48538.49 99
130643.0  48539.55 99
130644.0  48541.38 99
130645.0  48540.98 99
130646.0  48539.85 99
130647.0  48537.25 99
130648.0  48535.60 99
130649.0  48536.13 99
130650.0  48537.52 99
130651.0  48539.85 99
130652.0  48539.64 99
130653.0  48539.76 99
130654.0  48538.36 99
130655.0  48539.47 99
130656.0  48540.23 99
130657.0  48541.36 99
130658.0  48543.09 99
130659.0  48540.91 99
130700.0  48538.95 99
130701.0  48537.04 99
130702.0  48536.96 99
130703.0  48538.12 99
130704.0  48539.38 99
130705.0  48541.26 99
130706.0  48541.90 99
130707.0  48540.78 99
130708.0  48539.29 99
130709.0  48537.22 99
130710.0  48538.35 99
130711.0  48539.75 99
130712.0  48542.27 99
130713.0  48540.83 99
130714.0  48540.06 99
130715.0  48538.37 99
130716.0  48537.16 99
130717.0  48537.29 99
130718.0  48537.62 99
130719.0  48540.07 99
130720.0  48538.54 99
130721.0  48537.41 99
130722.0  48535.76 99
130723.0  48535.59 99
130724.0  48536.43 99
130725.0  48537.95 99
130726.0  48540.11 99
130727.0  48539.31 99
130728.0  48537.78 99
130729.0  48535.70 99
130730.0  48537.37 99
130731.0  48539.03 99
130732.0  48541.70 99
130733.0  48541.29 99
130734.0  48539.75 99
130735.0  48538.53 99
130736.0  48537.47 99
130737.0  48539.30 99
130738.0  48540.56 99
130739.0  48542.13 99
130740.0  48543.74 99
130741.0  48542.93 99
130742.0  48541.09 99
130743.0  48539.17 99
130744.0  48540.44 99
130745.0  48541.14 99
130746.0  48540.81 99
130747.0  48541.31 99
130748.0  48539.80 99
130749.0  48538.91 99
130750.0  48536.61 99
130751.0  48536.32 99
130752.0  48536.78 99
130753.0  48538.84 99
130754.0  48540.97 99
130755.0  48539.67 99
130756.0  48537.78 99
130757.0  48536.60 99
130758.0  48539.30 99
130759.0  48541.46 99
130800.0  48544.00 99
130801.0  48543.22 99
130802.0  48541.40 99
130803.0  48538.99 99
130804.0  48538.14 99
130805.0  48539.27 99
130806.0  48541.32 99
130807.0  48542.43 99
130808.0  48539.96 99
130809.0  48538.38 99
130810.0  48536.61 99
130811.0  48537.78 99
130812.0  48539.68 99
130813.0  48540.88 99
130814.0  48541.38 99
130815.0  48540.05 99
130816.0  48538.34 99
130817.0  48536.56 99
130818.0  48537.64 99
130819.0  48537.70 99
130820.0  48539.97 99
130821.0  48540.46 99
130822.0  48538.52 99
130823.0  48536.77 99
130824.0  48535.40 99
130825.0  48536.07 99
130826.0  48537.80 99
130827.0  48540.06 99
130828.0  48539.37 99
130829.0  48538.79 99
130830.0  48538.30 99
130831.0  48537.97 99
130832.0  48539.03 99
130833.0  48540.09 99
130834.0  48540.33 99
130835.0  48540.69 99
130836.0  48538.70 99
130837.0  48537.08 99
130838.0  48535.19 99
130839.0  48536.25 99
130840.0  48538.34 99
130841.0  48542.18 99
130842.0  48542.05 99
130843.0  48540.65 99
130844.0  48540.01 99
130845.0  48537.96 99
130846.0  48538.27 99
130847.0  48540.15 99
130848.0  48541.55 99
130849.0  48540.05 99
130850.0  48538.47 99
130851.0  48536.52 99
130852.0  48537.40 99
130853.0  48538.87 99
130854.0  48539.69 99
130855.0  48539.65 99
130856.0  48538.74 99
130857.0  48537.49 99
130858.0  48535.97 99
130859.0  48535.86 99
130900.0  48536.96 99
130901.0  48538.47 99
130902.0  48536.49 99
130903.0  48534.93 99
130904.0  48532.51 99
130905.0  48534.37 99
130906.0  48536.91 99
130907.0  48540.46 99
130908.0  48540.61 99
130909.0  48539.73 99
130910.0  48537.94 99
130911.0  48536.84 99
130912.0  48538.58 99
130913.0  48539.94 99
130914.0  48542.14 99
130915.0  48541.44 99
130916.0  48540.35 99
130917.0  48538.72 99
130918.0  48537.76 99
130919.0  48539.17 99
130920.0  48540.32 99
130921.0  48541.61 99
130922.0  48539.63 99
130923.0  48538.25 99
130924.0  48535.65 99
130925.0  48535.68 99
130926.0  48536.99 99
130927.0  48538.22 99
130928.0  48539.59 99
130929.0  48537.78 99
130930.0  48536.09 99
130931.0  48534.42 99
130932.0  48535.78 99
130933.0  48537.12 99
130934.0  48539.87 99
130935.0  48539.42 99
130936.0  48538.19 99
130937.0  48535.57 99
130938.0  48536.07 99
130939.0  48536.90 99
130940.0  48539.21 99
130941.0  48539.64 99
130942.0  48538.05 99
130943.0  48536.48 99
130944.0  48535.18 99
130945.0  48535.99 99
130946.0  48536.76 99
130947.0  48539.45 99
130948.0  48539.68 99
130949.0  48538.32 99
130950.0  48537.03 99
130951.0  48536.15 99
130952.0  48537.38 99
130953.0  48539.27 99
130954.0  48540.99 99
130955.0  48539.54 99
130956.0  48537.15 99
130957.0  48534.55 99
130958.0  48535.62 99
130959.0  48536.79 99
131000.0  48537.77 99
131001.0  48539.25 99
131002.0  48538.76 99
131003.0  48537.08 99
131004.0  48535.28 99
131005.0  48535.55 99
131006.0  48537.06 99
131007.0  48538.37 99
131008.0  48540.92 99
131009.0  48539.25 99
131010.0  48537.31 99
131011.0  48535.90 99
131012.0  48536.22 99
131013.0  48537.48 99
131014.0  48539.29 99
131015.0  48540.24 99
131016.0  48538.84 99
131017.0  48536.98 99
131018.0  48535.86 99
131019.0  48536.75 99
131020.0  48537.25 99
131021.0  48539.63 99
131022.0  48541.32 99
131023.0  48540.17 99
131024.0  48538.79 99
131025.0  48536.19 99
131026.0  48536.12 99
131027.0  48537.23 99
131028.0  48538.01 99
131029.0  48540.48 99
131030.0  48539.42 99
131031.0  48537.86 99
131032.0  48536.39 99
131033.0  48537.97 99
131034.0  48540.20 99
131035.0  48542.22 99
131036.0  48540.40 99
131037.0  48538.66 99
131038.0  48535.78 99
131039.0  48535.33 99
131040.0  48535.78 99
131041.0  48537.65 99
131042.0  48539.13 99
131043.0  48539.09 99
131044.0  48537.49 99
131045.0  48535.31 99
131046.0  48534.60 99
131047.0  48536.15 99
131048.0  48537.87 99
131049.0  48539.59 99
131050.0  48538.00 99
131051.0  48536.53 99
131052.0  48534.64 99
131053.0  48535.80 99
131054.0  48536.93 99
131055.0  48537.77 99
131056.0  48539.28 99
131057.0  48537.49 99
131058.0  48535.43 99
131059.0  48533.77 99
131100.0  48534.74 99
131101.0  48536.45 99
131102.0  48538.93 99
131103.0  48538.37 99
131104.0  48538.77 99
131105.0  48539.03 99
131106.0  48537.80 99
131107.0  48539.52 99
