
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 24c-sch .b   09 VII10
datum  48000.00


131108.0  48541.24 99
131109.0  48542.52 99
131110.0  48540.87 99
131111.0  48539.11 99
131112.0  48537.43 99
131113.0  48537.62 99
131114.0  48538.26 99
131115.0  48540.01 99
131116.0  48540.61 99
131117.0  48539.48 99
131118.0  48537.60 99
131119.0  48535.77 99
131120.0  48537.02 99
131121.0  48537.90 99
131122.0  48540.10 99
131123.0  48539.11 99
131124.0  48537.64 99
131125.0  48535.80 99
131126.0  48536.28 99
131127.0  48537.60 99
131128.0  48538.39 99
131129.0  48539.86 99
131130.0  48539.38 99
131131.0  48538.28 99
131132.0  48536.60 99
131133.0  48537.26 99
131134.0  48538.59 99
131135.0  48540.68 99
131136.0  48542.42 99
131137.0  48540.48 99
131138.0  48538.72 99
131139.0  48537.11 99
131140.0  48537.28 99
131141.0  48538.80 99
131142.0  48540.00 99
131143.0  48540.63 99
131144.0  48540.49 99
131145.0  48538.85 99
131146.0  48536.29 99
131147.0  48533.46 99
131148.0  48534.06 99
131149.0  48535.49 99
131150.0  48536.90 99
131151.0  48539.52 99
131152.0  48538.77 99
131153.0  48537.34 99
131154.0  48535.32 99
131155.0  48536.25 99
131156.0  48536.44 99
131157.0  48536.28 99
131158.0  48537.94 99
131159.0  48536.18 99
131200.0  48534.66 99
131201.0  48532.40 99
131202.0  48532.43 99
131203.0  48532.87 99
131204.0  48532.81 99
131205.0  48535.15 99
131206.0  48536.34 99
131207.0  48535.13 99
131208.0  48534.18 99
131209.0  48532.45 99
131210.0  48532.72 99
131211.0  48533.93 99
131212.0  48535.65 99
131213.0  48537.40 99
131214.0  48537.03 99
131215.0  48535.40 99
131216.0  48533.10 99
131217.0  48533.16 99
131218.0  48534.19 99
131219.0  48535.86 99
131220.0  48537.42 99
131221.0  48537.05 99
131222.0  48536.32 99
131223.0  48534.98 99
131224.0  48534.44 99
131225.0  48535.74 99
131226.0  48536.82 99
131227.0  48539.27 99
131228.0  48538.04 99
131229.0  48536.87 99
131230.0  48534.96 99
131231.0  48536.05 99
131232.0  48537.50 99
131233.0  48539.60 99
131234.0  48538.83 99
131235.0  48537.10 99
131236.0  48535.38 99
131237.0  48534.83 99
131238.0  48535.33 99
131239.0  48537.18 99
131240.0  48538.43 99
131241.0  48540.30 99
131242.0  48539.38 99
131243.0  48537.22 99
131244.0  48534.80 99
131245.0  48535.71 99
131246.0  48537.19 99
131247.0  48538.90 99
131248.0  48538.18 99
131249.0  48536.54 99
131250.0  48534.39 99
131251.0  48535.19 99
131252.0  48536.74 99
131253.0  48539.83 99
131254.0  48538.18 99
131255.0  48536.92 99
131256.0  48535.02 99
131257.0  48534.47 99
131258.0  48534.57 99
131259.0  48535.97 99
131300.0  48538.11 99
131301.0  48537.13 99
131302.0  48536.78 99
131303.0  48534.59 99
131304.0  48534.38 99
131305.0  48535.57 99
131306.0  48536.08 99
131307.0  48537.82 99
131308.0  48536.44 99
131309.0  48535.00 99
131310.0  48532.98 99
131311.0  48533.71 99
131312.0  48534.45 99
131313.0  48536.35 99
131314.0  48536.05 99
131315.0  48534.52 99
131316.0  48532.71 99
131317.0  48532.92 99
131318.0  48534.88 99
131319.0  48536.90 99
131320.0  48538.41 99
131321.0  48540.16 99
131322.0  48539.30 99
131323.0  48537.99 99
131324.0  48536.70 99
131325.0  48537.88 99
131326.0  48539.75 99
131327.0  48540.89 99
131328.0  48539.49 99
131329.0  48537.93 99
131330.0  48535.82 99
131331.0  48535.92 99
131332.0  48537.41 99
131333.0  48539.78 99
131334.0  48540.40 99
131335.0  48539.22 99
131336.0  48537.51 99
131337.0  48535.39 99
131338.0  48536.37 99
131339.0  48537.77 99
131340.0  48538.95 99
131341.0  48540.57 99
131342.0  48539.55 99
131343.0  48537.23 99
131344.0  48535.61 99
131345.0  48536.79 99
131346.0  48538.44 99
131347.0  48541.20 99
131348.0  48539.64 99
131349.0  48537.98 99
131350.0  48536.23 99
131351.0  48536.47 99
131352.0  48537.61 99
131353.0  48539.47 99
131354.0  48539.51 99
131355.0  48537.74 99
131356.0  48535.76 99
131357.0  48534.80 99
131358.0  48536.24 99
131359.0  48538.03 99
131400.0  48540.58 99
131401.0  48539.58 99
131402.0  48538.36 99
131403.0  48535.52 99
131404.0  48535.76 99
131405.0  48536.76 99
131406.0  48538.84 99
131407.0  48537.46 99
131408.0  48536.08 99
131409.0  48533.75 99
131410.0  48534.76 99
131411.0  48536.48 99
131412.0  48539.30 99
131413.0  48539.24 99
131414.0  48537.90 99
131415.0  48535.47 99
131416.0  48533.88 99
131417.0  48535.13 99
131418.0  48537.64 99
131419.0  48539.09 99
131420.0  48536.93 99
131421.0  48535.53 99
131422.0  48534.30 99
131423.0  48534.78 99
131424.0  48536.52 99
131425.0  48538.92 99
131426.0  48536.60 99
131427.0  48535.24 99
131428.0  48533.70 99
131429.0  48534.81 99
131430.0  48536.54 99
131431.0  48538.30 99
131432.0  48538.68 99
131433.0  48536.89 99
131434.0  48535.24 99
131435.0  48533.16 99
131436.0  48533.48 99
131437.0  48535.09 99
131438.0  48537.26 99
131439.0  48537.33 99
131440.0  48535.87 99
131441.0  48534.53 99
131442.0  48533.60 99
131443.0  48535.00 99
131444.0  48537.04 99
131445.0  48540.23 99
131446.0  48539.47 99
131447.0  48537.81 99
131448.0  48536.18 99
131449.0  48535.98 99
131450.0  48537.22 99
131451.0  48539.34 99
131452.0  48541.51 99
131453.0  48539.75 99
131454.0  48537.78 99
131455.0  48535.66 99
131456.0  48535.81 99
131457.0  48535.59 99
131458.0  48536.66 99
131459.0  48539.03 99
131500.0  48537.94 99
131501.0  48536.48 99
131502.0  48534.33 99
131503.0  48536.09 99
131504.0  48537.05 99
131505.0  48538.52 99
131506.0  48538.72 99
131507.0  48537.79 99
131508.0  48536.71 99
131509.0  48535.06 99
131510.0  48536.48 99
131511.0  48538.19 99
131512.0  48541.04 99
131513.0  48539.72 99
131514.0  48538.08 99
131515.0  48535.69 99
131516.0  48534.61 99
131517.0  48535.60 99
131518.0  48537.95 99
131519.0  48539.19 99
131520.0  48537.92 99
131521.0  48536.41 99
131522.0  48535.02 99
131523.0  48536.35 99
131524.0  48537.11 99
131525.0  48539.18 99
131526.0  48539.04 99
131527.0  48537.76 99
131528.0  48535.41 99
131529.0  48534.48 99
131530.0  48535.73 99
131531.0  48536.16 99
131532.0  48537.78 99
131533.0  48538.41 99
131534.0  48536.71 99
131535.0  48535.75 99
131536.0  48532.76 99
131537.0  48533.76 99
131538.0  48535.59 99
131539.0  48536.69 99
131540.0  48535.75 99
131541.0  48534.58 99
131542.0  48532.22 99
131543.0  48530.84 99
131544.0  48530.73 99
131545.0  48531.46 99
131546.0  48534.97 99
131547.0  48533.81 99
131548.0  48533.34 99
131549.0  48532.76 99
131550.0  48532.79 99
131551.0  48534.71 99
131552.0  48536.20 99
131553.0  48537.70 99
131554.0  48539.45 99
131555.0  48538.64 99
131556.0  48537.14 99
131557.0  48534.58 99
131558.0  48535.33 99
131559.0  48536.03 99
131600.0  48538.14 99
131601.0  48538.24 99
131602.0  48537.61 99
131603.0  48537.19 99
131604.0  48536.72 99
131605.0  48538.23 99
131606.0  48539.56 99
131607.0  48541.35 99
131608.0  48540.04 99
131609.0  48538.12 99
131610.0  48536.05 99
131611.0  48534.58 99
131612.0  48535.14 99
131613.0  48536.46 99
131614.0  48540.10 99
131615.0  48539.20 99
131616.0  48538.19 99
131617.0  48536.67 99
131618.0  48535.53 99
131619.0  48535.82 99
131620.0  48536.43 99
131621.0  48538.14 99
131622.0  48536.65 99
131623.0  48534.94 99
131624.0  48532.98 99
131625.0  48533.30 99
131626.0  48534.65 99
131627.0  48536.45 99
131628.0  48537.80 99
131629.0  48537.51 99
131630.0  48536.60 99
131631.0  48534.72 99
131632.0  48534.53 99
131633.0  48535.42 99
131634.0  48536.51 99
131635.0  48539.18 99
131636.0  48537.83 99
131637.0  48535.81 99
131638.0  48533.97 99
131639.0  48535.01 99
131640.0  48536.22 99
131641.0  48538.04 99
131642.0  48539.90 99
131643.0  48539.01 99
131644.0  48538.41 99
131645.0  48536.15 99
131646.0  48537.30 99
131647.0  48538.80 99
131648.0  48540.92 99
131649.0  48540.86 99
131650.0  48539.49 99
131651.0  48537.21 99
131652.0  48536.49 99
131653.0  48537.94 99
131654.0  48540.11 99
131655.0  48541.05 99
131656.0  48539.19 99
131657.0  48537.09 99
131658.0  48534.83 99
131659.0  48533.80 99
131700.0  48534.36 99
131701.0  48536.10 99
131702.0  48537.51 99
131703.0  48536.47 99
131704.0  48534.94 99
131705.0  48533.27 99
131706.0  48534.48 99
131707.0  48535.76 99
131708.0  48537.75 99
131709.0  48537.29 99
131710.0  48535.65 99
131711.0  48535.06 99
131712.0  48534.02 99
131713.0  48535.36 99
131714.0  48536.15 99
131715.0  48537.90 99
131716.0  48539.74 99
131717.0  48538.91 99
131718.0  48537.64 99
131719.0  48536.22 99
131720.0  48535.23 99
131721.0  48536.09 99
131722.0  48538.67 99
131723.0  48540.75 99
131724.0  48539.55 99
131725.0  48537.68 99
131726.0  48534.84 99
131727.0  48535.36 99
131728.0  48537.39 99
131729.0  48539.06 99
131730.0  48540.19 99
131731.0  48539.34 99
131732.0  48538.17 99
131733.0  48536.53 99
131734.0  48537.11 99
131735.0  48537.46 99
131736.0  48540.12 99
131737.0  48540.26 99
131738.0  48539.38 99
131739.0  48537.19 99
131740.0  48535.56 99
131741.0  48536.07 99
131742.0  48536.92 99
131743.0  48538.32 99
131744.0  48536.32 99
131745.0  48534.82 99
131746.0  48532.69 99
131747.0  48532.93 99
131748.0  48533.59 99
131749.0  48535.68 99
131750.0  48537.63 99
131751.0  48536.64 99
131752.0  48535.44 99
131753.0  48534.22 99
131754.0  48535.99 99
131755.0  48538.30 99
131756.0  48540.57 99
131757.0  48538.66 99
131758.0  48537.45 99
131759.0  48535.75 99
131800.0  48535.68 99
131801.0  48537.03 99
131802.0  48539.16 99
131803.0  48541.40 99
131804.0  48539.42 99
131805.0  48537.31 99
131806.0  48535.07 99
131807.0  48535.62 99
131808.0  48536.19 99
131809.0  48537.41 99
131810.0  48537.51 99
131811.0  48536.81 99
131812.0  48534.80 99
131813.0  48533.87 99
131814.0  48535.73 99
131815.0  48536.64 99
131816.0  48537.89 99
131817.0  48535.84 99
131818.0  48534.56 99
131819.0  48532.32 99
131820.0  48534.38 99
131821.0  48535.34 99
131822.0  48537.89 99
131823.0  48536.32 99
131824.0  48535.64 99
131825.0  48533.73 99
131826.0  48533.75 99
131827.0  48534.67 99
131828.0  48535.25 99
131829.0  48537.37 99
131830.0  48536.59 99
131831.0  48536.30 99
131832.0  48535.10 99
131833.0  48534.61 99
131834.0  48535.21 99
131835.0  48537.38 99
131836.0  48539.17 99
131837.0  48537.94 99
131838.0  48536.21 99
131839.0  48533.67 99
131840.0  48535.57 99
131841.0  48537.57 99
131842.0  48539.42 99
131843.0  48538.48 99
131844.0  48537.46 99
131845.0  48535.51 99
131846.0  48536.29 99
131847.0  48537.80 99
131848.0  48539.70 99
131849.0  48540.10 99
131850.0  48538.48 99
131851.0  48536.38 99
131852.0  48533.96 99
131853.0  48534.72 99
131854.0  48535.75 99
131855.0  48537.10 99
131856.0  48536.70 99
131857.0  48535.33 99
131858.0  48533.15 99
131859.0  48533.00 99
131900.0  48534.58 99
131901.0  48535.73 99
131902.0  48538.13 99
131903.0  48536.92 99
131904.0  48534.72 99
131905.0  48533.17 99
131906.0  48532.56 99
131907.0  48534.16 99
131908.0  48536.19 99
131909.0  48538.87 99
131910.0  48537.60 99
131911.0  48535.94 99
131912.0  48533.21 99
131913.0  48534.56 99
131914.0  48535.31 99
131915.0  48536.24 99
131916.0  48535.48 99
131917.0  48535.10 99
131918.0  48534.18 99
131919.0  48532.60 99
131920.0  48533.67 99
131921.0  48534.96 99
131922.0  48537.42 99
131923.0  48536.22 99
131924.0  48534.12 99
131925.0  48531.57 99
131926.0  48532.75 99
131927.0  48534.80 99
131928.0  48537.56 99
131929.0  48536.35 99
131930.0  48534.72 99
131931.0  48531.86 99
131932.0  48532.41 99
131933.0  48533.05 99
131934.0  48536.10 99
131935.0  48535.50 99
131936.0  48536.33 99
131937.0  48536.09 99
131938.0  48535.70 99
131939.0  48536.79 99
131940.0  48538.00 99
131941.0  48541.55 99
131942.0  48541.26 99
131943.0  48540.15 99
131944.0  48537.78 99
131945.0  48538.81 99
131946.0  48539.38 99
131947.0  48540.38 99
131948.0  48540.39 99
131949.0  48538.73 99
131950.0  48536.07 99
131951.0  48534.18 99
131952.0  48534.92 99
131953.0  48535.93 99
131954.0  48537.59 99
131955.0  48538.15 99
131956.0  48536.46 99
131957.0  48534.22 99
131958.0  48533.03 99
131959.0  48533.86 99
132000.0  48534.92 99
132001.0  48538.02 99
132002.0  48537.92 99
132003.0  48536.55 99
132004.0  48535.89 99
132005.0  48533.93 99
132006.0  48535.97 99
132007.0  48538.65 99
132008.0  48542.27 99
132009.0  48540.45 99
132010.0  48538.77 99
132011.0  48536.55 99
132012.0  48537.63 99
132013.0  48537.93 99
132014.0  48540.20 99
132015.0  48539.34 99
132016.0  48538.04 99
132017.0  48536.90 99
132018.0  48534.84 99
132019.0  48535.58 99
132020.0  48537.26 99
132021.0  48539.69 99
132022.0  48538.95 99
132023.0  48537.39 99
132024.0  48534.97 99
132025.0  48534.70 99
132026.0  48534.92 99
132027.0  48534.69 99
132028.0  48536.95 99
132029.0  48535.41 99
132030.0  48533.30 99
132031.0  48531.79 99
132032.0  48531.45 99
132033.0  48532.04 99
132034.0  48532.65 99
132035.0  48535.78 99
132036.0  48533.97 99
132037.0  48532.37 99
132038.0  48530.63 99
132039.0  48530.53 99
132040.0  48532.23 99
132041.0  48534.31 99
132042.0  48535.69 99
132043.0  48535.73 99
132044.0  48534.25 99
132045.0  48532.65 99
132046.0  48533.78 99
132047.0  48535.31 99
132048.0  48537.63 99
132049.0  48538.87 99
132050.0  48537.77 99
132051.0  48535.69 99
132052.0  48533.51 99
132053.0  48534.02 99
132054.0  48534.99 99
132055.0  48538.20 99
132056.0  48538.55 99
132057.0  48537.55 99
132058.0  48536.45 99
132059.0  48533.87 99
132100.0  48534.46 99
132101.0  48536.38 99
132102.0  48537.26 99
132103.0  48539.29 99
132104.0  48537.62 99
132105.0  48535.98 99
132106.0  48533.92 99
132107.0  48535.82 99
132108.0  48537.26 99
132109.0  48538.72 99
132110.0  48537.00 99
132111.0  48534.88 99
132112.0  48533.06 99
132113.0  48534.65 99
132114.0  48536.88 99
132115.0  48538.79 99
132116.0  48538.04 99
132117.0  48536.56 99
132118.0  48534.56 99
132119.0  48534.71 99
132120.0  48535.34 99
132121.0  48537.42 99
132122.0  48537.97 99
132123.0  48536.55 99
132124.0  48534.68 99
132125.0  48532.87 99
132126.0  48534.16 99
132127.0  48535.70 99
132128.0  48537.15 99
132129.0  48538.47 99
132130.0  48536.77 99
132131.0  48535.81 99
132132.0  48533.87 99
132133.0  48534.45 99
132134.0  48535.79 99
132135.0  48537.07 99
132136.0  48537.48 99
132137.0  48535.70 99
132138.0  48535.02 99
132139.0  48533.71 99
132140.0  48535.68 99
132141.0  48537.97 99
132142.0  48539.43 99
132143.0  48537.31 99
132144.0  48535.65 99
132145.0  48533.58 99
132146.0  48534.26 99
132147.0  48536.14 99
132148.0  48538.24 99
132149.0  48537.35 99
132150.0  48536.62 99
132151.0  48534.06 99
132152.0  48534.44 99
132153.0  48534.95 99
132154.0  48536.79 99
132155.0  48538.03 99
132156.0  48537.23 99
132157.0  48536.77 99
132158.0  48534.95 99
132159.0  48536.33 99
132200.0  48538.48 99
132201.0  48539.69 99
132202.0  48537.57 99
132203.0  48535.95 99
132204.0  48535.00 99
132205.0  48535.31 99
132206.0  48536.83 99
132207.0  48537.99 99
132208.0  48537.89 99
132209.0  48535.57 99
132210.0  48534.16 99
132211.0  48531.81 99
132212.0  48532.48 99
132213.0  48534.83 99
132214.0  48537.20 99
132215.0  48536.18 99
132216.0  48534.72 99
132217.0  48533.68 99
132218.0  48534.25 99
132219.0  48534.68 99
132220.0  48535.61 99
132221.0  48537.36 99
132222.0  48536.37 99
132223.0  48534.86 99
132224.0  48533.27 99
132225.0  48534.35 99
132226.0  48536.39 99
132227.0  48536.91 99
132228.0  48539.06 99
132229.0  48537.53 99
132230.0  48535.77 99
132231.0  48533.02 99
132232.0  48533.63 99
132233.0  48535.32 99
132234.0  48538.94 99
132235.0  48538.22 99
132236.0  48536.21 99
132237.0  48534.21 99
132238.0  48535.28 99
132239.0  48536.31 99
132240.0  48537.00 99
132241.0  48538.24 99
132242.0  48537.02 99
132243.0  48535.32 99
132244.0  48533.66 99
132245.0  48531.69 99
132246.0  48533.27 99
132247.0  48535.92 99
132248.0  48538.45 99
132249.0  48539.31 99
132250.0  48538.37 99
132251.0  48536.01 99
132252.0  48534.26 99
132253.0  48534.78 99
132254.0  48536.00 99
132255.0  48537.23 99
132256.0  48538.93 99
132257.0  48538.02 99
132258.0  48536.70 99
132259.0  48534.93 99
132300.0  48535.91 99
132301.0  48537.53 99
132302.0  48538.48 99
132303.0  48539.28 99
132304.0  48537.91 99
132305.0  48536.29 99
132306.0  48534.42 99
132307.0  48534.54 99
132308.0  48536.21 99
132309.0  48538.37 99
132310.0  48540.30 99
132311.0  48538.91 99
132312.0  48537.65 99
132313.0  48535.31 99
132314.0  48535.76 99
132315.0  48536.70 99
132316.0  48536.70 99
132317.0  48539.42 99
132318.0  48537.91 99
132319.0  48535.68 99
132320.0  48533.24 99
132321.0  48533.21 99
132322.0  48534.40 99
132323.0  48536.00 99
132324.0  48537.66 99
132325.0  48536.07 99
132326.0  48533.79 99
132327.0  48531.73 99
132328.0  48532.83 99
132329.0  48534.18 99
132330.0  48536.62 99
132331.0  48535.95 99
132332.0  48534.24 99
132333.0  48531.65 99
132334.0  48531.70 99
132335.0  48533.55 99
132336.0  48534.12 99
132337.0  48535.46 99
132338.0  48534.76 99
132339.0  48533.12 99
132340.0  48530.90 99
132341.0  48531.82 99
132342.0  48533.93 99
132343.0  48536.60 99
132344.0  48536.47 99
132345.0  48535.43 99
132346.0  48533.55 99
132347.0  48533.75 99
132348.0  48535.98 99
132349.0  48537.23 99
132350.0  48538.58 99
132351.0  48537.26 99
132352.0  48534.84 99
132353.0  48533.95 99
132354.0  48534.92 99
132355.0  48537.34 99
132356.0  48538.62 99
132357.0  48537.11 99
132358.0  48535.29 99
132359.0  48533.31 99
132400.0  48534.93 99
132401.0  48536.23 99
132402.0  48537.60 99
132403.0  48538.11 99
132404.0  48536.55 99
132405.0  48534.22 99
132406.0  48532.60 99
132407.0  48533.87 99
132408.0  48534.48 99
132409.0  48536.69 99
132410.0  48537.46 99
132411.0  48536.48 99
132412.0  48535.27 99
132413.0  48533.62 99
132414.0  48534.92 99
132415.0  48536.24 99
132416.0  48538.13 99
132417.0  48536.17 99
132418.0  48534.61 99
132419.0  48533.49 99
132420.0  48534.86 99
132421.0  48535.27 99
132422.0  48537.19 99
132423.0  48537.42 99
132424.0  48536.08 99
132425.0  48534.12 99
132426.0  48533.15 99
132427.0  48534.40 99
132428.0  48535.78 99
132429.0  48537.90 99
132430.0  48537.22 99
132431.0  48535.93 99
132432.0  48532.83 99
132433.0  48533.60 99
132434.0  48535.21 99
132435.0  48536.92 99
132436.0  48537.56 99
132437.0  48537.41 99
132438.0  48536.27 99
132439.0  48533.70 99
132440.0  48534.21 99
132441.0  48535.32 99
132442.0  48538.15 99
132443.0  48539.26 99
132444.0  48537.64 99
132445.0  48536.05 99
132446.0  48533.70 99
132447.0  48533.87 99
132448.0  48534.36 99
132449.0  48536.10 99
132450.0  48535.37 99
132451.0  48534.08 99
132452.0  48532.11 99
132453.0  48531.10 99
132454.0  48532.41 99
132455.0  48533.19 99
132456.0  48535.36 99
132457.0  48536.49 99
132458.0  48535.31 99
132459.0  48532.64 99
132500.0  48531.52 99
132501.0  48531.90 99
132502.0  48533.93 99
132503.0  48536.14 99
132504.0  48534.21 99
132505.0  48532.66 99
132506.0  48531.38 99
132507.0  48531.83 99
132508.0  48533.41 99
132509.0  48534.04 99
132510.0  48536.41 99
132511.0  48536.03 99
132512.0  48534.54 99
132513.0  48532.78 99
132514.0  48532.43 99
132515.0  48533.95 99
132516.0  48535.70 99
132517.0  48538.35 99
132518.0  48536.92 99
132519.0  48535.76 99
132520.0  48533.07 99
132521.0  48533.08 99
132522.0  48532.87 99
132523.0  48532.95 99
132524.0  48535.49 99
132525.0  48535.76 99
132526.0  48534.51 99
132527.0  48534.14 99
132528.0  48532.60 99
132529.0  48533.55 99
132530.0  48534.90 99
132531.0  48536.70 99
132532.0  48535.90 99
132533.0  48534.62 99
132534.0  48532.60 99
132535.0  48532.73 99
132536.0  48534.16 99
132537.0  48535.67 99
132538.0  48537.88 99
132539.0  48536.33 99
132540.0  48535.54 99
132541.0  48534.46 99
132542.0  48533.95 99
132543.0  48535.02 99
132544.0  48537.60 99
132545.0  48536.79 99
132546.0  48534.68 99
132547.0  48532.99 99
132548.0  48532.11 99
132549.0  48533.82 99
132550.0  48535.63 99
132551.0  48537.62 99
132552.0  48536.04 99
132553.0  48534.33 99
132554.0  48532.30 99
132555.0  48533.14 99
132556.0  48533.90 99
132557.0  48535.41 99
132558.0  48535.67 99
132559.0  48534.93 99
132600.0  48532.82 99
132601.0  48531.72 99
132602.0  48533.80 99
132603.0  48535.29 99
132604.0  48536.69 99
132605.0  48537.30 99
132606.0  48536.03 99
132607.0  48534.54 99
132608.0  48532.25 99
132609.0  48531.92 99
132610.0  48532.68 99
132611.0  48534.86 99
132612.0  48534.31 99
132613.0  48533.11 99
132614.0  48531.04 99
132615.0  48530.96 99
132616.0  48532.33 99
132617.0  48534.31 99
132618.0  48533.50 99
132619.0  48533.40 99
132620.0  48532.23 99
132621.0  48531.18 99
132622.0  48532.54 99
132623.0  48534.66 99
132624.0  48537.38 99
132625.0  48536.84 99
132626.0  48535.63 99
132627.0  48533.56 99
132628.0  48534.21 99
132629.0  48535.31 99
132630.0  48536.99 99
132631.0  48536.90 99
132632.0  48536.50 99
132633.0  48535.95 99
132634.0  48534.40 99
132635.0  48534.99 99
132636.0  48536.99 99
132637.0  48539.65 99
132638.0  48540.74 99
132639.0  48538.96 99
132640.0  48536.81 99
132641.0  48534.07 99
132642.0  48535.04 99
132643.0  48536.41 99
132644.0  48538.99 99
132645.0  48537.94 99
132646.0  48536.98 99
132647.0  48534.97 99
132648.0  48535.90 99
132649.0  48536.26 99
132650.0  48538.50 99
132651.0  48538.49 99
132652.0  48537.31 99
132653.0  48534.79 99
132654.0  48532.12 99
132655.0  48532.71 99
132656.0  48533.74 99
132657.0  48535.80 99
132658.0  48535.47 99
132659.0  48533.94 99
132700.0  48531.41 99
132701.0  48530.65 99
132702.0  48531.33 99
132703.0  48533.11 99
132704.0  48533.90 99
132705.0  48532.86 99
132706.0  48532.30 99
132707.0  48530.55 99
132708.0  48531.95 99
132709.0  48533.83 99
132710.0  48534.84 99
132711.0  48536.87 99
132712.0  48535.76 99
132713.0  48533.73 99
132714.0  48531.36 99
132715.0  48532.08 99
132716.0  48533.52 99
132717.0  48536.18 99
132718.0  48534.43 99
132719.0  48532.26 99
132720.0  48530.40 99
132721.0  48529.97 99
132722.0  48531.79 99
132723.0  48533.62 99
132724.0  48536.29 99
132725.0  48534.49 99
132726.0  48533.10 99
132727.0  48530.92 99
132728.0  48530.12 99
132729.0  48530.80 99
132730.0  48532.80 99
132731.0  48533.88 99
132732.0  48532.37 99
132733.0  48530.90 99
132734.0  48529.69 99
132735.0  48530.62 99
132736.0  48532.29 99
132737.0  48535.24 99
132738.0  48535.17 99
132739.0  48534.74 99
132740.0  48533.48 99
132741.0  48532.63 99
132742.0  48533.77 99
132743.0  48535.37 99
132744.0  48538.07 99
132745.0  48536.77 99
132746.0  48535.90 99
132747.0  48536.16 99
132748.0  48536.10 99
132749.0  48536.61 99
132750.0  48537.06 99
132751.0  48537.57 99
132752.0  48538.29 99
132753.0  48537.63 99
132754.0  48535.95 99
132755.0  48535.11 99
132756.0  48536.74 99
132757.0  48538.14 99
132758.0  48540.21 99
132759.0  48537.94 99
132800.0  48536.28 99
132801.0  48533.89 99
132802.0  48534.64 99
132803.0  48536.30 99
132804.0  48537.75 99
132805.0  48540.31 99
132806.0  48538.61 99
132807.0  48536.96 99
132808.0  48534.10 99
132809.0  48534.37 99
132810.0  48535.48 99
132811.0  48536.84 99
132812.0  48537.53 99
132813.0  48536.37 99
132814.0  48533.92 99
132815.0  48532.17 99
132816.0  48532.71 99
132817.0  48533.49 99
132818.0  48534.66 99
132819.0  48534.90 99
132820.0  48533.85 99
132821.0  48532.65 99
132822.0  48530.91 99
132823.0  48531.52 99
132824.0  48532.53 99
132825.0  48534.62 99
132826.0  48534.35 99
132827.0  48533.51 99
132828.0  48531.37 99
132829.0  48530.74 99
132830.0  48532.15 99
132831.0  48532.28 99
132832.0  48533.82 99
132833.0  48535.33 99
132834.0  48534.81 99
132835.0  48533.85 99
132836.0  48532.03 99
132837.0  48531.75 99
132838.0  48532.62 99
132839.0  48533.22 99
132840.0  48535.83 99
132841.0  48534.60 99
132842.0  48533.50 99
132843.0  48532.23 99
132844.0  48531.85 99
132845.0  48532.92 99
132846.0  48535.00 99
132847.0  48536.84 99
132848.0  48535.90 99
132849.0  48534.36 99
132850.0  48532.50 99
132851.0  48533.04 99
132852.0  48534.51 99
132853.0  48537.88 99
132854.0  48537.12 99
132855.0  48535.89 99
132856.0  48534.00 99
132857.0  48532.27 99
132858.0  48533.29 99
132859.0  48535.25 99
132900.0  48536.99 99
132901.0  48535.95 99
132902.0  48534.84 99
132903.0  48533.47 99
132904.0  48534.04 99
132905.0  48534.55 99
132906.0  48536.81 99
132907.0  48536.71 99
132908.0  48535.47 99
132909.0  48534.62 99
132910.0  48532.48 99
132911.0  48533.02 99
132912.0  48534.20 99
132913.0  48536.26 99
132914.0  48538.56 99
132915.0  48537.28 99
132916.0  48534.98 99
132917.0  48532.44 99
132918.0  48533.01 99
132919.0  48534.27 99
132920.0  48536.55 99
132921.0  48537.75 99
132922.0  48536.73 99
132923.0  48535.48 99
132924.0  48533.87 99
132925.0  48534.82 99
132926.0  48536.23 99
132927.0  48538.14 99
132928.0  48536.01 99
132929.0  48533.92 99
132930.0  48532.02 99
132931.0  48530.83 99
132932.0  48531.65 99
132933.0  48533.64 99
132934.0  48537.00 99
132935.0  48536.13 99
132936.0  48535.04 99
132937.0  48533.92 99
132938.0  48535.11 99
132939.0  48536.08 99
132940.0  48537.28 99
132941.0  48539.20 99
132942.0  48537.70 99
132943.0  48535.96 99
132944.0  48533.57 99
132945.0  48533.69 99
132946.0  48534.50 99
132947.0  48536.21 99
132948.0  48537.77 99
132949.0  48536.28 99
132950.0  48534.25 99
132951.0  48531.85 99
132952.0  48532.75 99
132953.0  48534.20 99
132954.0  48536.72 99
132955.0  48536.05 99
132956.0  48534.97 99
132957.0  48532.70 99
132958.0  48533.06 99
132959.0  48534.28 99
133000.0  48536.52 99
133001.0  48538.00 99
133002.0  48536.28 99
133003.0  48534.31 99
133004.0  48532.85 99
133005.0  48533.90 99
133006.0  48535.85 99
133007.0  48537.80 99
133008.0  48535.99 99
133009.0  48534.56 99
133010.0  48533.32 99
133011.0  48535.37 99
133012.0  48538.06 99
133013.0  48539.29 99
133014.0  48538.02 99
133015.0  48536.45 99
133016.0  48534.52 99
133017.0  48534.66 99
133018.0  48535.08 99
133019.0  48536.94 99
133020.0  48536.85 99
133021.0  48535.95 99
133022.0  48534.74 99
133023.0  48534.56 99
133024.0  48535.84 99
133025.0  48537.63 99
133026.0  48539.62 99
133027.0  48537.66 99
133028.0  48535.66 99
