
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 21c-ost .b   09 VII10
110331.1  48467.52 99
110332.1  48467.15 99
110333.1  48466.82 99
110334.1  48466.28 99
110335.1  48465.80 99
110336.1  48466.06 99
110337.1  48466.19 99
110338.1  48466.25 99
110339.1  48466.81 99
110340.1  48467.01 99
110341.1  48467.55 99
110342.1  48468.08 99
110343.1  48468.65 99
110344.1  48469.25 99
110345.1  48469.22 99
110346.1  48469.01 99
110347.1  48468.39 99
110348.1  48467.93 99
110349.1  48467.91 99
110350.1  48467.96 99
110351.1  48467.81 99
110352.1  48467.81 99
110353.1  48468.80 99
110354.1  48469.09 99
110355.1  48468.64 99
110356.1  48467.43 99
110357.1  48466.53 99
110358.1  48465.63 99
110359.1  48465.21 99
110400.1  48465.38 99
110401.1  48465.18 99
110402.1  48465.00 99
110403.1  48465.32 99
110404.1  48465.55 99
110405.1  48466.04 99
110406.1  48466.08 99
110407.1  48465.88 99
110408.1  48465.56 99
110409.1  48465.64 99
110410.1  48465.71 99
110411.1  48465.75 99
110412.1  48465.96 99
110413.1  48466.05 99
110414.1  48466.50 99
110415.1  48466.69 99
110416.1  48466.79 99
110417.1  48466.98 99
110418.1  48466.38 99
110419.1  48465.71 99
110420.1  48465.53 99
110421.1  48465.27 99
110422.1  48465.91 99
110423.1  48466.38 99
110424.1  48466.22 99
110425.1  48465.69 99
110426.1  48466.07 99
110427.1  48465.54 99
110428.1  48465.01 99
110429.1  48465.20 99
110430.1  48465.94 99
110431.1  48466.91 99
110432.1  48467.28 99
110433.1  48467.34 99
110434.1  48467.14 99
110435.1  48466.95 99
110436.1  48466.98 99
110437.1  48466.62 99
110438.1  48465.27 99
110439.1  48464.84 99
110440.1  48464.65 99
110441.1  48465.25 99
110442.1  48465.21 99
110443.1  48465.86 99
110444.1  48465.88 99
110445.1  48465.83 99
110446.1  48465.66 99
110447.1  48465.42 99
110448.1  48465.56 99
110449.1  48465.45 99
110450.1  48465.51 99
110451.1  48465.81 99
110452.1  48465.86 99
110453.1  48466.12 99
110454.1  48466.69 99
110455.1  48466.90 99
110456.1  48467.00 99
110457.1  48467.03 99
110458.1  48466.92 99
110459.1  48466.29 99
110500.1  48466.33 99
110501.1  48467.23 99
110502.1  48468.08 99
110503.1  48468.28 99
110504.1  48469.07 99
110505.1  48469.43 99
110506.1  48469.38 99
110507.1  48468.85 99
110508.1  48468.55 99
110509.1  48468.24 99
110510.1  48467.86 99
110511.1  48467.72 99
110512.1  48467.55 99
110513.1  48467.35 99
110514.1  48467.12 99
110515.1  48467.16 99
110516.1  48467.14 99
110517.1  48466.92 99
110518.1  48466.65 99
110519.1  48466.50 99
110520.1  48466.05 99
110521.1  48465.24 99
110522.1  48464.69 99
110523.1  48464.66 99
110524.1  48465.06 99
110525.1  48465.08 99
110526.1  48465.42 99
110527.1  48465.13 99
110528.1  48464.92 99
110529.1  48464.95 99
110530.1  48465.24 99
110531.1  48465.56 99
110532.1  48465.86 99
110533.1  48465.88 99
110534.1  48465.43 99
110535.1  48464.74 99
110536.1  48464.22 99
110537.1  48463.90 99
110538.1  48463.48 99
110539.1  48463.87 99
110540.1  48463.93 99
110541.1  48463.28 99
110542.1  48462.78 99
110543.1  48462.59 99
110544.1  48463.89 99
110545.1  48464.79 99
110546.1  48465.13 99
110547.1  48465.42 99
110548.1  48465.35 99
110549.1  48465.43 99
110550.1  48465.73 99
110551.1  48465.92 99
110552.1  48466.19 99
110553.1  48466.09 99
110554.1  48465.94 99
110555.1  48465.85 99
110556.1  48465.73 99
110557.1  48465.98 99
110558.1  48466.50 99
110559.1  48467.32 99
110600.1  48467.46 99
110601.1  48467.14 99
110602.1  48467.08 99
110603.1  48467.18 99
110604.1  48467.67 99
110605.1  48467.84 99
110606.1  48468.13 99
110607.1  48468.30 99
110608.1  48468.28 99
110609.1  48467.91 99
110610.1  48467.38 99
110611.1  48467.79 99
110612.1  48468.28 99
110613.1  48468.00 99
110614.1  48467.77 99
110615.1  48467.23 99
110616.1  48467.03 99
110617.1  48466.97 99
110618.1  48466.80 99
110619.1  48466.23 99
110620.1  48465.64 99
110621.1  48465.43 99
110622.1  48465.65 99
110623.1  48466.05 99
110624.1  48466.15 99
110625.1  48466.60 99
110626.1  48467.46 99
110627.1  48467.54 99
110628.1  48466.91 99
110629.1  48466.35 99
110630.1  48466.18 99
110631.1  48466.35 99
110632.1  48466.46 99
110633.1  48465.83 99
110634.1  48465.18 99
110635.1  48464.75 99
110636.1  48464.40 99
110637.1  48464.16 99
110638.1  48464.46 99
110639.1  48464.92 99
110640.1  48465.32 99
110641.1  48465.65 99
110642.1  48465.84 99
110643.1  48466.02 99
110644.1  48466.59 99
110645.1  48466.74 99
110646.1  48467.17 99
110647.1  48467.50 99
110648.1  48467.06 99
110649.1  48466.61 99
110650.1  48466.10 99
110651.1  48465.89 99
110652.1  48465.78 99
110653.1  48465.22 99
110654.1  48464.79 99
110655.1  48464.76 99
110656.1  48464.34 99
110657.1  48463.95 99
110658.1  48464.09 99
110659.1  48463.89 99
110700.1  48463.36 99
110701.1  48462.56 99
110702.1  48462.64 99
110703.1  48462.78 99
110704.1  48462.58 99
110705.1  48461.94 99
110706.1  48461.40 99
110707.1  48461.11 99
110708.1  48461.25 99
110709.1  48461.47 99
110710.1  48461.74 99
110711.1  48461.84 99
110712.1  48462.37 99
110713.1  48463.20 99
110714.1  48464.02 99
110715.1  48464.38 99
110716.1  48464.67 99
110717.1  48465.00 99
110718.1  48465.36 99
110719.1  48465.99 99
110720.1  48466.31 99
110721.1  48466.59 99
110722.1  48467.13 99
110723.1  48467.55 99
110724.1  48467.27 99
110725.1  48466.75 99
110726.1  48466.58 99
110727.1  48466.71 99
110728.1  48466.68 99
110729.1  48466.55 99
110730.1  48466.06 99
110731.1  48466.57 99
110732.1  48466.89 99
110733.1  48466.64 99
110734.1  48467.07 99
110735.1  48467.06 99
110736.1  48466.96 99
110737.1  48467.06 99
110738.1  48467.53 99
110739.1  48467.82 99
110740.1  48466.64 99
110741.1  48465.28 99
110742.1  48464.45 99
110743.1  48464.39 99
110744.1  48463.87 99
110745.1  48463.94 99
110746.1  48464.01 99
110747.1  48464.00 99
110748.1  48464.15 99
110749.1  48463.84 99
110750.1  48463.84 99
110751.1  48463.90 99
110752.1  48463.80 99
110753.1  48463.89 99
110754.1  48464.22 99
110755.1  48464.26 99
110756.1  48464.41 99
110757.1  48464.71 99
110758.1  48465.17 99
110759.1  48466.23 99
110800.1  48467.02 99
110801.1  48467.16 99
110802.1  48467.36 99
110803.1  48467.39 99
110804.1  48467.06 99
110805.1  48466.37 99
110806.1  48466.06 99
110807.1  48465.75 99
110808.1  48465.61 99
110809.1  48465.17 99
110810.1  48465.79 99
110811.1  48466.22 99
110812.1  48466.54 99
110813.1  48466.36 99
110814.1  48466.05 99
110815.1  48465.98 99
110816.1  48465.99 99
110817.1  48465.59 99
110818.1  48465.77 99
110819.1  48465.96 99
110820.1  48465.93 99
110821.1  48465.87 99
110822.1  48465.60 99
110823.1  48465.73 99
110824.1  48465.44 99
110825.1  48464.78 99
110826.1  48464.44 99
110827.1  48464.31 99
110828.1  48464.21 99
110829.1  48464.23 99
110830.1  48464.55 99
110831.1  48464.42 99
110832.1  48464.06 99
110833.1  48462.97 99
110834.1  48462.15 99
110835.1  48462.82 99
110836.1  48463.69 99
110837.1  48463.99 99
110838.1  48464.13 99
110839.1  48463.81 99
110840.1  48463.68 99
110841.1  48463.98 99
110842.1  48464.49 99
110843.1  48463.76 99
110844.1  48463.43 99
110845.1  48463.36 99
110846.1  48462.88 99
110847.1  48462.72 99
110848.1  48463.16 99
110849.1  48463.65 99
110850.1  48463.18 99
110851.1  48463.04 99
110852.1  48463.42 99
110853.1  48463.18 99
110854.1  48463.18 99
110855.1  48463.53 99
110856.1  48463.66 99
110857.1  48463.69 99
110858.1  48463.60 99
110859.1  48463.63 99
110900.1  48464.46 99
110901.1  48465.35 99
110902.1  48465.76 99
110903.1  48465.80 99
110904.1  48465.87 99
110905.1  48465.70 99
110906.1  48466.19 99
110907.1  48466.38 99
110908.1  48466.29 99
110909.1  48466.22 99
110910.1  48466.69 99
110911.1  48466.76 99
110912.1  48465.97 99
110913.1  48465.45 99
110914.1  48464.11 99
110915.1  48465.52 99
110916.1  48465.78 99
110917.1  48465.70 99
110918.1  48465.50 99
110919.1  48465.60 99
110920.1  48465.60 99
110921.1  48465.18 99
110922.1  48465.09 99
110923.1  48465.40 99
110924.1  48465.55 99
110925.1  48465.73 99
110926.1  48466.51 99
110927.1  48466.27 99
110928.1  48465.84 99
110929.1  48465.52 99
110930.1  48465.71 99
110931.1  48465.15 99
110932.1  48464.56 99
110933.1  48464.63 99
110934.1  48465.39 99
110935.1  48466.25 99
110936.1  48466.63 99
110937.1  48467.37 99
110938.1  48467.55 99
110939.1  48467.66 99
110940.1  48467.57 99
110941.1  48467.34 99
110942.1  48466.56 99
110943.1  48466.16 99
110944.1  48466.19 99
110945.1  48466.51 99
110946.1  48466.33 99
110947.1  48466.07 99
110948.1  48465.73 99
110949.1  48464.88 99
110950.1  48464.03 99
110951.1  48463.56 99
110952.1  48463.28 99
110953.1  48463.44 99
110954.1  48462.92 99
110955.1  48463.66 99
110956.1  48464.23 99
110957.1  48463.77 99
110958.1  48464.08 99
110959.1  48464.43 99
111000.1  48464.93 99
111001.1  48464.74 99
111002.1  48464.54 99
111003.1  48464.93 99
111004.1  48464.55 99
111005.1  48464.09 99
111006.1  48463.94 99
111007.1  48463.91 99
111008.1  48464.03 99
111009.1  48463.79 99
111010.1  48463.63 99
111011.1  48464.00 99
111012.1  48464.40 99
111013.1  48464.88 99
111014.1  48465.29 99
111015.1  48465.81 99
111016.1  48465.73 99
111017.1  48466.11 99
111018.1  48466.69 99
111019.1  48467.44 99
111020.1  48467.70 99
111021.1  48467.46 99
111022.1  48466.97 99
111023.1  48466.82 99
111024.1  48466.67 99
111025.1  48466.70 99
111026.1  48467.04 99
111027.1  48466.93 99
111028.1  48466.46 99
111029.1  48466.59 99
111030.1  48466.29 99
111031.1  48465.74 99
111032.1  48465.74 99
111033.1  48465.83 99
111034.1  48465.91 99
111035.1  48466.05 99
111036.1  48466.30 99
111037.1  48466.37 99
111038.1  48465.92 99
111039.1  48464.86 99
111040.1  48464.07 99
111041.1  48463.63 99
111042.1  48463.06 99
111043.1  48462.89 99
111044.1  48463.52 99
111045.1  48464.72 99
111046.1  48465.46 99
111047.1  48465.56 99
111048.1  48465.56 99
111049.1  48464.92 99
111050.1  48465.00 99
111051.1  48465.59 99
111052.1  48466.34 99
111053.1  48466.79 99
111054.1  48466.85 99
111055.1  48466.85 99
111056.1  48466.69 99
111057.1  48466.51 99
111058.1  48466.66 99
111059.1  48467.29 99
111100.1  48467.64 99
111101.1  48467.11 99
111102.1  48466.41 99
111103.1  48465.41 99
111104.1  48464.62 99
111105.1  48463.94 99
111106.1  48463.51 99
111107.1  48462.82 99
111108.1  48462.72 99
111109.1  48463.35 99
111110.1  48463.38 99
111111.1  48463.07 99
111112.1  48462.61 99
111113.1  48462.53 99
111114.1  48463.20 99
111115.1  48463.33 99
111116.1  48463.38 99
111117.1  48463.23 99
111118.1  48463.61 99
111119.1  48463.81 99
111120.1  48464.30 99
111121.1  48464.80 99
111122.1  48464.37 99
111123.1  48464.05 99
111124.1  48463.98 99
111125.1  48463.75 99
111126.1  48463.82 99
111127.1  48463.77 99
111128.1  48463.83 99
111129.1  48464.11 99
111130.1  48463.86 99
111131.1  48464.25 99
111132.1  48464.05 99
111133.1  48463.67 99
111134.1  48463.83 99
111135.1  48465.60 99
111136.1  48466.23 99
111137.1  48466.62 99
111138.1  48467.69 99
111139.1  48468.50 99
111140.1  48468.90 99
111141.1  48469.49 99
111142.1  48469.77 99
111143.1  48469.41 99
111144.1  48468.83 99
111145.1  48467.90 99
111146.1  48467.45 99
111147.1  48467.48 99
111148.1  48467.68 99
111149.1  48467.73 99
111150.1  48467.37 99
111151.1  48466.65 99
111152.1  48466.67 99
111153.1  48467.31 99
111154.1  48467.76 99
111155.1  48468.47 99
111156.1  48468.72 99
111157.1  48468.68 99
111158.1  48468.49 99
111159.1  48468.42 99
111200.1  48468.13 99
111201.1  48467.80 99
111202.1  48467.63 99
111203.1  48467.57 99
111204.1  48467.37 99
111205.1  48466.69 99
111206.1  48465.77 99
111207.1  48465.02 99
111208.1  48464.23 99
111209.1  48463.71 99
111210.1  48463.55 99
111211.1  48463.69 99
111212.1  48463.68 99
111213.1  48464.07 99
111214.1  48465.17 99
111215.1  48464.34 99
111216.1  48463.70 99
111217.1  48464.04 99
111218.1  48465.25 99
111219.1  48465.98 99
111220.1  48466.73 99
111221.1  48466.93 99
111222.1  48466.70 99
111223.1  48465.95 99
111224.1  48466.10 99
111225.1  48465.85 99
111226.1  48465.29 99
111227.1  48464.87 99
111228.1  48464.94 99
111229.1  48464.92 99
111230.1  48464.68 99
111231.1  48464.71 99
111232.1  48464.85 99
111233.1  48465.43 99
111234.1  48465.63 99
111235.1  48465.86 99
111236.1  48466.80 99
111237.1  48467.13 99
111238.1  48467.39 99
111239.1  48467.57 99
111240.1  48467.72 99
111241.1  48467.89 99
111242.1  48466.78 99
111243.1  48466.06 99
111244.1  48466.10 99
111245.1  48465.92 99
111246.1  48465.20 99
111247.1  48464.93 99
111248.1  48465.14 99
111249.1  48465.04 99
111250.1  48465.11 99
111251.1  48465.47 99
111252.1  48465.44 99
111253.1  48465.96 99
111254.1  48466.62 99
111255.1  48466.55 99
111256.1  48466.35 99
111257.1  48466.16 99
111258.1  48466.02 99
111259.1  48465.28 99
111300.1  48464.49 99
111301.1  48464.24 99
111302.1  48464.39 99
111303.1  48465.02 99
111304.1  48465.25 99
111305.1  48464.86 99
111306.1  48464.52 99
111307.1  48464.75 99
111308.1  48465.35 99
111309.1  48466.06 99
111310.1  48465.99 99
111311.1  48465.69 99
111312.1  48465.66 99
111313.1  48466.03 99
111314.1  48466.38 99
111315.1  48466.67 99
111316.1  48466.65 99
111317.1  48467.05 99
111318.1  48467.34 99
111319.1  48467.14 99
111320.1  48466.88 99
111321.1  48466.61 99
111322.1  48466.92 99
111323.1  48467.14 99
111324.1  48466.79 99
111325.1  48466.64 99
111326.1  48466.20 99
111327.1  48465.80 99
111328.1  48465.42 99
111329.1  48465.59 99
111330.1  48465.92 99
111331.1  48465.74 99
111332.1  48465.48 99
111333.1  48464.69 99
111334.1  48464.12 99
111335.1  48464.22 99
111336.1  48464.65 99
111337.1  48464.98 99
111338.1  48465.35 99
111339.1  48465.32 99
111340.1  48465.17 99
111341.1  48465.52 99
111342.1  48465.48 99
111343.1  48465.13 99
111344.1  48465.13 99
111345.1  48465.98 99
111346.1  48466.50 99
111347.1  48466.91 99
111348.1  48466.78 99
111349.1  48466.31 99
111350.1  48466.14 99
111351.1  48465.53 99
111352.1  48465.09 99
111353.1  48465.04 99
111354.1  48465.11 99
111355.1  48465.24 99
111356.1  48465.34 99
111357.1  48464.73 99
111358.1  48463.80 99
111359.1  48463.61 99
111400.1  48464.21 99
111401.1  48464.42 99
111402.1  48464.77 99
111403.1  48465.09 99
111404.1  48465.67 99
111405.1  48466.15 99
111406.1  48466.72 99
111407.1  48467.27 99
111408.1  48466.96 99
111409.1  48466.37 99
111410.1  48465.31 99
111411.1  48464.50 99
111412.1  48463.50 99
111413.1  48463.80 99
111414.1  48464.54 99
111415.1  48464.64 99
111416.1  48464.34 99
111417.1  48464.01 99
111418.1  48463.45 99
111419.1  48462.83 99
111420.1  48462.55 99
111421.1  48462.13 99
111422.1  48463.02 99
111423.1  48462.99 99
111424.1  48463.53 99
111425.1  48464.22 99
111426.1  48464.19 99
111427.1  48464.29 99
111428.1  48465.17 99
111429.1  48465.82 99
111430.1  48465.49 99
111431.1  48465.18 99
111432.1  48465.89 99
111433.1  48466.02 99
111434.1  48465.69 99
111435.1  48465.05 99
111436.1  48464.79 99
111437.1  48464.36 99
111438.1  48464.26 99
111439.1  48464.40 99
111440.1  48463.98 99
111441.1  48463.96 99
111442.1  48464.41 99
111443.1  48464.83 99
111444.1  48464.08 99
111445.1  48463.91 99
111446.1  48464.03 99
111447.1  48464.47 99
111448.1  48465.80 99
111449.1  48466.51 99
111450.1  48466.76 99
111451.1  48467.13 99
111452.1  48467.35 99
111453.1  48467.53 99
111454.1  48467.67 99
111455.1  48467.64 99
111456.1  48467.66 99
111457.1  48467.67 99
111458.1  48467.13 99
111459.1  48466.89 99
111500.1  48466.57 99
111501.1  48466.36 99
111502.1  48466.46 99
111503.1  48466.13 99
111504.1  48465.42 99
111505.1  48465.28 99
111506.1  48465.51 99
111507.1  48465.69 99
111508.1  48465.96 99
111509.1  48466.61 99
111510.1  48466.91 99
111511.1  48466.57 99
111512.1  48465.73 99
111513.1  48465.54 99
111514.1  48464.67 99
111515.1  48463.92 99
111516.1  48463.31 99
111517.1  48462.83 99
111518.1  48462.54 99
111519.1  48462.96 99
111520.1  48463.14 99
111521.1  48462.62 99
111522.1  48462.36 99
111523.1  48462.19 99
111524.1  48462.10 99
111525.1  48462.66 99
111526.1  48463.47 99
111527.1  48464.07 99
111528.1  48464.65 99
111529.1  48464.66 99
111530.1  48464.35 99
111531.1  48464.43 99
111532.1  48463.94 99
111533.1  48463.72 99
111534.1  48463.71 99
111535.1  48463.41 99
111536.1  48463.11 99
111537.1  48463.14 99
111538.1  48464.03 99
111539.1  48464.12 99
111540.1  48463.91 99
111541.1  48463.78 99
111542.1  48463.85 99
111543.1  48463.56 99
111544.1  48463.40 99
111545.1  48463.21 99
111546.1  48462.87 99
111547.1  48462.82 99
111548.1  48463.63 99
111549.1  48464.39 99
111550.1  48465.55 99
111551.1  48466.28 99
111552.1  48466.67 99
111553.1  48466.86 99
111554.1  48466.93 99
111555.1  48466.67 99
111556.1  48466.35 99
111557.1  48466.33 99
111558.1  48467.03 99
111559.1  48467.20 99
111600.1  48467.60 99
111601.1  48467.42 99
111602.1  48467.26 99
111603.1  48466.91 99
111604.1  48467.08 99
111605.1  48467.02 99
111606.1  48466.82 99
111607.1  48466.35 99
111608.1  48466.39 99
111609.1  48466.34 99
111610.1  48465.87 99
111611.1  48465.61 99
111612.1  48465.40 99
111613.1  48465.58 99
111614.1  48466.26 99
111615.1  48466.12 99
111616.1  48465.21 99
111617.1  48465.29 99
111618.1  48465.25 99
111619.1  48464.76 99
111620.1  48463.98 99
111621.1  48463.64 99
111622.1  48463.49 99
111623.1  48463.24 99
111624.1  48463.80 99
111625.1  48463.91 99
111626.1  48463.81 99
111627.1  48464.10 99
111628.1  48464.30 99
111629.1  48464.37 99
111630.1  48464.40 99
111631.1  48464.45 99
111632.1  48463.67 99
111633.1  48463.53 99
111634.1  48463.67 99
111635.1  48463.78 99
111636.1  48464.26 99
111637.1  48464.41 99
111638.1  48464.71 99
111639.1  48464.69 99
111640.1  48464.04 99
111641.1  48463.55 99
111642.1  48462.76 99
111643.1  48463.05 99
111644.1  48463.19 99
111645.1  48463.38 99
111646.1  48464.37 99
111647.1  48465.13 99
111648.1  48464.96 99
111649.1  48464.76 99
111650.1  48464.48 99
111651.1  48464.38 99
111652.1  48464.67 99
111653.1  48464.87 99
111654.1  48465.18 99
111655.1  48465.37 99
111656.1  48465.35 99
111657.1  48466.04 99
111658.1  48466.44 99
111659.1  48466.70 99
111700.1  48466.82 99
111701.1  48466.83 99
111702.1  48466.66 99
111703.1  48466.20 99
111704.1  48465.53 99
111705.1  48465.01 99
111706.1  48465.45 99
111707.1  48466.21 99
111708.1  48466.22 99
111709.1  48466.27 99
111710.1  48466.47 99
111711.1  48466.37 99
111712.1  48466.53 99
111713.1  48467.02 99
111714.1  48466.88 99
111715.1  48466.05 99
111716.1  48466.08 99
111717.1  48466.81 99
111718.1  48467.29 99
111719.1  48467.92 99
111720.1  48468.74 99
111721.1  48468.52 99
111722.1  48468.58 99
111723.1  48468.78 99
111724.1  48468.91 99
111725.1  48468.97 99
111726.1  48468.70 99
111727.1  48468.58 99
111728.1  48468.40 99
111729.1  48468.04 99
111730.1  48467.53 99
111731.1  48467.37 99
111732.1  48467.40 99
111733.1  48467.04 99
111734.1  48466.10 99
111735.1  48465.70 99
111736.1  48466.25 99
111737.1  48467.03 99
111738.1  48466.87 99
111739.1  48465.95 99
111740.1  48465.42 99
111741.1  48465.82 99
111742.1  48466.63 99
111743.1  48466.68 99
111744.1  48466.15 99
111745.1  48465.80 99
111746.1  48465.47 99
111747.1  48465.17 99
111748.1  48465.04 99
111749.1  48464.82 99
111750.1  48464.12 99
111751.1  48463.74 99
111752.1  48463.61 99
111753.1  48463.78 99
111754.1  48463.88 99
111755.1  48464.03 99
111756.1  48464.06 99
111757.1  48464.27 99
111758.1  48464.40 99
111759.1  48464.48 99
111800.1  48464.90 99
111801.1  48465.62 99
111802.1  48466.29 99
111803.1  48466.93 99
111804.1  48467.48 99
111805.1  48467.87 99
111806.1  48468.00 99
111807.1  48467.81 99
111808.1  48467.59 99
111809.1  48467.83 99
111810.1  48467.38 99
111811.1  48466.88 99
111812.1  48466.94 99
111813.1  48466.97 99
111814.1  48467.22 99
111815.1  48467.31 99
111816.1  48466.92 99
111817.1  48467.06 99
111818.1  48467.16 99
111819.1  48466.86 99
111820.1  48466.42 99
111821.1  48465.93 99
111822.1  48465.72 99
111823.1  48465.51 99
111824.1  48465.07 99
111825.1  48465.52 99
111826.1  48465.97 99
111827.1  48465.89 99
111828.1  48465.88 99
111829.1  48465.39 99
111830.1  48464.73 99
111831.1  48464.70 99
111832.1  48465.10 99
111833.1  48465.48 99
111834.1  48465.39 99
111835.1  48465.58 99
111836.1  48465.64 99
111837.1  48465.77 99
111838.1  48465.93 99
111839.1  48465.22 99
111840.1  48464.64 99
111841.1  48464.75 99
111842.1  48465.28 99
111843.1  48465.80 99
111844.1  48466.82 99
111845.1  48467.53 99
111846.1  48467.72 99
111847.1  48467.73 99
111848.1  48467.76 99
111849.1  48467.83 99
111850.1  48467.60 99
111851.1  48466.70 99
111852.1  48465.90 99
111853.1  48465.52 99
111854.1  48465.83 99
111855.1  48466.31 99
111856.1  48467.09 99
111857.1  48466.37 99
111858.1  48465.62 99
111859.1  48465.67 99
111900.1  48465.57 99
111901.1  48465.69 99
111902.1  48466.73 99
111903.1  48467.24 99
111904.1  48467.61 99
111905.1  48467.93 99
111906.1  48468.08 99
111907.1  48468.09 99
111908.1  48467.83 99
111909.1  48468.12 99
111910.1  48467.01 99
111911.1  48466.98 99
111912.1  48467.21 99
111913.1  48467.44 99
111914.1  48468.04 99
111915.1  48468.03 99
111916.1  48468.04 99
111917.1  48467.85 99
111918.1  48468.01 99
111919.1  48467.67 99
111920.1  48466.99 99
111921.1  48467.71 99
111922.1  48467.90 99
111923.1  48467.02 99
111924.1  48468.30 99
111925.1  48467.25 99
111926.1  48467.01 99
111927.1  48466.71 99
111928.1  48466.55 99
111929.1  48466.17 99
111930.1  48466.04 99
111931.1  48466.52 99
111932.1  48466.12 99
111933.1  48466.53 99
111934.1  48466.73 99
111935.1  48466.95 99
111936.1  48466.71 99
111937.1  48466.72 99
111938.1  48464.11 99
111939.1  48464.45 99
111940.1  48465.31 99
111941.1  48465.86 99
111942.1  48466.06 99
111943.1  48467.14 99
111944.1  48468.64 99
111945.1  48468.75 99
111946.1  48468.06 99
111947.1  48469.10 99
111948.1  48469.71 99
111949.1  48470.28 99
111950.1  48470.64 99
111951.1  48470.98 99
111952.1  48470.80 99
111953.1  48470.64 99
111954.1  48470.31 99
111955.1  48470.12 99
111956.1  48469.77 99
111957.1  48469.32 99
111958.1  48469.05 99
111959.1  48466.89 99
112000.1  48466.77 99
112001.1  48466.94 99
112002.1  48467.14 99
112003.1  48467.69 99
112004.1  48467.92 99
112005.1  48468.74 99
112006.1  48467.72 99
112007.1  48468.42 99
112008.1  48466.41 99
112009.1  48465.97 99
112010.1  48466.17 99
112011.1  48466.83 99
112012.1  48466.49 99
112013.1  48466.14 99
112014.1  48467.62 99
112015.1  48467.99 99
112016.1  48467.54 99
112017.1  48467.74 99
112018.1  48467.39 99
112019.1  48467.18 99
112020.1  48466.45 99
112021.1  48465.76 99
112022.1  48465.58 99
112023.1  48465.96 99
112024.1  48466.63 99
112025.1  48466.92 99
112026.1  48467.46 99
112027.1  48468.04 99
112028.1  48468.28 99
112029.1  48469.02 99
112030.1  48469.35 99
112031.1  48469.28 99
112032.1  48469.01 99
112033.1  48468.48 99
112034.1  48468.10 99
112035.1  48468.27 99
112036.1  48468.22 99
112037.1  48468.47 99
112038.1  48469.04 99
112039.1  48469.41 99
112040.1  48469.73 99
112041.1  48469.51 99
112042.1  48468.89 99
112043.1  48468.84 99
112044.1  48468.52 99
112045.1  48468.30 99
112046.1  48467.61 99
112047.1  48467.47 99
112048.1  48467.63 99
112049.1  48467.70 99
112050.1  48467.53 99
112051.1  48466.90 99
112052.1  48466.78 99
112053.1  48466.66 99
112054.1  48466.89 99
112055.1  48466.89 99
112056.1  48466.53 99
112057.1  48466.35 99
112058.1  48466.66 99
112059.1  48466.57 99
112100.1  48466.63 99
112101.1  48467.44 99
112102.1  48467.75 99
112103.1  48467.90 99
112104.1  48468.04 99
112105.1  48467.73 99
112106.1  48468.16 99
112107.1  48468.62 99
112108.1  48469.35 99
112109.1  48470.19 99
112110.1  48470.61 99
112111.1  48470.31 99
112112.1  48470.19 99
112113.1  48470.73 99
112114.1  48471.29 99
112115.1  48471.21 99
112116.1  48471.03 99
112117.1  48470.34 99
112118.1  48469.54 99
112119.1  48468.68 99
112120.1  48468.65 99
112121.1  48473.04 99
112122.1  48470.52 99
112123.1  48470.37 99
112124.1  48470.39 99
112125.1  48470.31 99
112126.1  48470.63 99
112127.1  48471.09 99
112128.1  48471.31 99
112129.1  48470.87 99
112130.1  48470.58 99
112131.1  48470.71 99
112132.1  48470.25 99
112133.1  48469.76 99
112134.1  48469.67 99
112135.1  48469.32 99
112136.1  48468.95 99
112137.1  48468.97 99
112138.1  48469.16 99
112139.1  48469.58 99
112140.1  48469.53 99
112141.1  48469.31 99
112142.1  48469.14 99
112143.1  48468.57 99
112144.1  48467.94 99
112145.1  48467.59 99
112146.1  48466.69 99
112147.1  48466.53 99
112148.1  48466.57 99
112149.1  48467.13 99
112150.1  48468.00 99
112151.1  48467.46 99
112152.1  48466.88 99
112153.1  48466.84 99
112154.1  48467.56 99
112155.1  48468.17 99
112156.1  48468.68 99
112157.1  48468.72 99
112158.1  48467.72 99
112159.1  48467.22 99
112200.1  48467.48 99
112201.1  48467.78 99
112202.1  48467.85 99
112203.1  48468.36 99
112204.1  48469.01 99
112205.1  48469.50 99
112206.1  48469.55 99
112207.1  48470.12 99
112208.1  48470.52 99
112209.1  48470.62 99
112210.1  48470.58 99
112211.1  48470.25 99
112212.1  48470.17 99
112213.1  48470.36 99
112214.1  48470.07 99
112215.1  48469.68 99
112216.1  48469.03 99
112217.1  48469.12 99
112218.1  48469.23 99
112219.1  48469.07 99
112220.1  48469.14 99
112221.1  48469.20 99
112222.1  48468.92 99
112223.1  48469.74 99
112224.1  48469.67 99
112225.1  48469.45 99
112226.1  48468.82 99
112227.1  48468.86 99
112228.1  48468.79 99
112229.1  48468.57 99
112230.1  48468.12 99
112231.1  48468.34 99
112232.1  48468.77 99
112233.1  48469.19 99
112234.1  48469.65 99
112235.1  48469.57 99
112236.1  48469.69 99
112237.1  48469.33 99
112238.1  48469.34 99
112239.1  48469.54 99
112240.1  48469.40 99
112241.1  48468.55 99
112242.1  48467.56 99
112243.1  48467.02 99
112244.1  48467.16 99
112245.1  48467.73 99
112246.1  48468.46 99
112247.1  48468.87 99
112248.1  48468.49 99
112249.1  48468.42 99
112250.1  48467.90 99
112251.1  48467.07 99
112252.1  48466.82 99
