
Gem Systems GSM-19W 3101329 v6.0 24 X 2003 
ID 1 file 21c-ost .b   09 VII10
104829.1  48465.18 99
104830.1  48465.32 99
104831.1  48465.85 99
104832.1  48465.92 99
104833.1  48466.09 99
104834.1  48466.22 99
104835.1  48466.15 99
104836.1  48466.31 99
104837.1  48466.45 99
104838.1  48466.73 99
104839.1  48466.95 99
104840.1  48467.07 99
104841.1  48467.44 99
104842.1  48467.02 99
104843.1  48467.34 99
104844.1  48467.45 99
104845.1  48467.31 99
104846.1  48466.75 99
104847.1  48465.99 99
104848.1  48465.75 99
104849.1  48465.70 99
104850.1  48465.36 99
104851.1  48464.72 99
104852.1  48464.69 99
104853.1  48464.74 99
104854.1  48465.71 99
104855.1  48466.47 99
104856.1  48466.51 99
104857.1  48466.37 99
104858.1  48466.34 99
104859.1  48466.79 99
104900.1  48466.59 99
104901.1  48466.34 99
104902.1  48465.39 99
104903.1  48465.54 99
104904.1  48465.80 99
104905.1  48465.65 99
104906.1  48465.83 99
104907.1  48464.48 99
104908.1  48464.32 99
104909.1  48463.96 99
104910.1  48463.51 99
104911.1  48463.29 99
104912.1  48463.40 99
104913.1  48464.69 99
104914.1  48465.58 99
104915.1  48465.34 99
104916.1  48465.39 99
104917.1  48465.49 99
104918.1  48466.21 99
104919.1  48466.60 99
104920.1  48466.29 99
104921.1  48465.84 99
104922.1  48465.66 99
104923.1  48465.26 99
104924.1  48464.93 99
104925.1  48464.71 99
104926.1  48464.35 99
104927.1  48463.27 99
104928.1  48463.11 99
104929.1  48464.08 99
104930.1  48464.94 99
104931.1  48465.26 99
104932.1  48465.29 99
104933.1  48466.29 99
104934.1  48466.07 99
104935.1  48465.76 99
104936.1  48465.61 99
104937.1  48464.78 99
104938.1  48463.96 99
104939.1  48463.18 99
104940.1  48462.45 99
104941.1  48462.45 99
104942.1  48463.45 99
104943.1  48463.15 99
104944.1  48463.39 99
104945.1  48463.91 99
104946.1  48463.57 99
104947.1  48463.57 99
104948.1  48463.69 99
104949.1  48464.56 99
104950.1  48465.04 99
104951.1  48464.79 99
104952.1  48464.57 99
104953.1  48465.10 99
104954.1  48465.40 99
104955.1  48465.88 99
104956.1  48466.41 99
104957.1  48467.24 99
104958.1  48467.73 99
104959.1  48468.25 99
105000.1  48468.37 99
105001.1  48467.94 99
105002.1  48468.18 99
105003.1  48468.22 99
105004.1  48467.67 99
105005.1  48467.25 99
105006.1  48467.51 99
105007.1  48467.16 99
105008.1  48466.61 99
105009.1  48466.47 99
105010.1  48466.41 99
105011.1  48466.78 99
105012.1  48466.48 99
105013.1  48465.68 99
105014.1  48465.10 99
105015.1  48465.46 99
105016.1  48465.90 99
105017.1  48466.11 99
105018.1  48465.58 99
105019.1  48464.74 99
105020.1  48464.90 99
105021.1  48465.52 99
105022.1  48465.62 99
105023.1  48465.38 99
105024.1  48465.22 99
105025.1  48465.43 99
105026.1  48464.83 99
105027.1  48465.00 99
105028.1  48465.22 99
105029.1  48463.05 99
105030.1  48461.91 99
105031.1  48459.31 99
105032.1  48457.50 99
105033.1  48457.32 99
105034.1  48457.20 99
105035.1  48457.46 99
105036.1  48458.26 99
105037.1  48457.72 99
105038.1  48457.15 99
105039.1  48456.62 99
105040.1  48456.38 99
105041.1  48457.28 99
105042.1  48457.76 99
105043.1  48457.91 99
105044.1  48458.12 99
105045.1  48457.43 99
105046.1  48457.95 99
105047.1  48457.97 99
105048.1  48458.04 99
105049.1  48458.13 99
105050.1  48457.75 99
105051.1  48457.10 99
105052.1  48457.51 99
105053.1  48457.44 99
105054.1  48457.82 99
105055.1  48458.31 99
105056.1  48459.07 99
105057.1  48459.59 99
105058.1  48459.48 99
105059.1  48459.15 99
105100.1  48459.35 99
105101.1  48459.47 99
105102.1  48459.19 99
105103.1  48459.14 99
105104.1  48459.01 99
105105.1  48458.62 99
105106.1  48458.91 99
105107.1  48458.55 99
105108.1  48457.94 99
105109.1  48457.66 99
105110.1  48457.59 99
105111.1  48457.65 99
105112.1  48457.01 99
105113.1  48456.34 99
105114.1  48457.14 99
105115.1  48458.55 99
105116.1  48459.88 99
105117.1  48460.04 99
105118.1  48460.11 99
105119.1  48460.52 99
105120.1  48460.77 99
105121.1  48461.46 99
105122.1  48462.10 99
105123.1  48461.72 99
105124.1  48461.14 99
105125.1  48461.09 99
105126.1  48461.06 99
105127.1  48460.49 99
105128.1  48460.44 99
105129.1  48459.94 99
105130.1  48458.88 99
105131.1  48457.96 99
105132.1  48457.16 99
105133.1  48457.72 99
105134.1  48458.49 99
105135.1  48459.40 99
105136.1  48459.17 99
105137.1  48458.49 99
105138.1  48458.59 99
105139.1  48458.66 99
105140.1  48457.88 99
105141.1  48458.40 99
105142.1  48458.51 99
105143.1  48458.65 99
105144.1  48458.35 99
105145.1  48458.35 99
105146.1  48458.99 99
105147.1  48459.52 99
105148.1  48459.28 99
105149.1  48459.09 99
105150.1  48459.20 99
105151.1  48459.69 99
105152.1  48459.71 99
105153.1  48459.26 99
105154.1  48459.24 99
105155.1  48460.20 99
105156.1  48461.74 99
105157.1  48461.98 99
105158.1  48461.19 99
105159.1  48461.09 99
105200.1  48461.24 99
105201.1  48460.76 99
105202.1  48459.99 99
105203.1  48459.64 99
105204.1  48459.33 99
105205.1  48459.30 99
105206.1  48459.15 99
105207.1  48458.81 99
105208.1  48462.80 99
105209.1  48462.82 99
105210.1  48462.73 99
105211.1  48462.59 99
105212.1  48462.09 99
105213.1  48461.30 99
105214.1  48461.44 99
105215.1  48461.44 99
105216.1  48461.45 99
105217.1  48461.48 99
105218.1  48461.35 99
105219.1  48461.19 99
105220.1  48461.17 99
105221.1  48460.24 99
105222.1  48459.51 99
105223.1  48459.50 99
105224.1  48459.62 99
105225.1  48459.74 99
105226.1  48459.90 99
105227.1  48459.83 99
105228.1  48459.90 99
105229.1  48459.74 99
105230.1  48459.40 99
105231.1  48459.59 99
105232.1  48460.09 99
105233.1  48460.33 99
105234.1  48460.43 99
105235.1  48460.51 99
105236.1  48460.71 99
105237.1  48460.55 99
105238.1  48460.92 99
105239.1  48461.18 99
105240.1  48461.39 99
105241.1  48461.68 99
105242.1  48461.28 99
105243.1  48461.06 99
105244.1  48460.92 99
105245.1  48460.08 99
105246.1  48460.54 99
105247.1  48462.64 99
105248.1  48463.37 99
105249.1  48463.95 99
105250.1  48464.71 99
105251.1  48463.56 99
105252.1  48461.81 99
105253.1  48462.19 99
105254.1  48461.32 99
105255.1  48461.30 99
105256.1  48461.55 99
105257.1  48461.83 99
105258.1  48461.85 99
105259.1  48461.60 99
105300.1  48461.10 99
105301.1  48460.51 99
105302.1  48460.08 99
105303.1  48459.55 99
105304.1  48459.14 99
105305.1  48459.08 99
105306.1  48458.66 99
105307.1  48459.16 99
105308.1  48460.97 99
105309.1  48460.95 99
105310.1  48460.47 99
105311.1  48461.17 99
105312.1  48461.47 99
105313.1  48461.36 99
105314.1  48461.06 99
105315.1  48461.24 99
105316.1  48461.15 99
105317.1  48461.61 99
105318.1  48461.82 99
105319.1  48461.84 99
105320.1  48461.84 99
105321.1  48462.43 99
105322.1  48462.74 99
105323.1  48462.93 99
105324.1  48462.89 99
105325.1  48462.44 99
105326.1  48461.89 99
105327.1  48461.34 99
105328.1  48461.54 99
105329.1  48462.06 99
105330.1  48462.25 99
105331.1  48462.16 99
105332.1  48462.03 99
105333.1  48463.98 99
105334.1  48463.34 99
105335.1  48460.73 99
105336.1  48459.68 99
105337.1  48458.82 99
105338.1  48458.38 99
105339.1  48458.56 99
105340.1  48458.78 99
105341.1  48458.05 99
105342.1  48457.60 99
105343.1  48457.35 99
105344.1  48457.49 99
105345.1  48458.44 99
105346.1  48458.47 99
105347.1  48458.63 99
105348.1  48458.78 99
105349.1  48458.60 99
105350.1  48458.33 99
105351.1  48458.13 99
105352.1  48458.01 99
105353.1  48459.29 99
105354.1  48458.89 99
105355.1  48458.83 99
105356.1  48459.21 99
105357.1  48458.71 99
105358.1  48460.43 99
105359.1  48460.85 99
105400.1  48462.85 99
105401.1  48463.17 99
105402.1  48462.77 99
105403.1  48462.75 99
105404.1  48461.85 99
105405.1  48461.81 99
105406.1  48461.80 99
105407.1  48461.30 99
105408.1  48461.33 99
105409.1  48460.78 99
105410.1  48461.31 99
105411.1  48460.63 99
105412.1  48460.68 99
105413.1  48460.13 99
105414.1  48460.48 99
105415.1  48460.41 99
105416.1  48459.94 99
105417.1  48459.43 99
105418.1  48458.48 99
105419.1  48458.22 99
105420.1  48458.52 99
105421.1  48458.74 99
105422.1  48458.78 99
105423.1  48458.48 99
105424.1  48458.16 99
105425.1  48457.51 99
105426.1  48457.20 99
105427.1  48456.98 99
105428.1  48457.03 99
105429.1  48456.63 99
105430.1  48456.14 99
105431.1  48456.06 99
105432.1  48455.98 99
105433.1  48456.55 99
105434.1  48457.45 99
105435.1  48457.83 99
105436.1  48458.06 99
105437.1  48457.63 99
105438.1  48457.62 99
105439.1  48458.91 99
105440.1  48461.34 99
105441.1  48461.01 99
105442.1  48461.35 99
105443.1  48460.55 99
105444.1  48460.30 99
105445.1  48460.24 99
105446.1  48460.30 99
105447.1  48459.89 99
105448.1  48459.24 99
105449.1  48459.51 99
105450.1  48459.57 99
105451.1  48458.03 99
105452.1  48458.74 99
105453.1  48459.12 99
105454.1  48459.92 99
105455.1  48460.25 99
105456.1  48459.67 99
105457.1  48459.67 99
105458.1  48459.93 99
105459.1  48460.29 99
105500.1  48460.47 99
105501.1  48458.93 99
105502.1  48459.07 99
105503.1  48459.59 99
105504.1  48459.43 99
105505.1  48459.10 99
105506.1  48458.88 99
105507.1  48458.90 99
105508.1  48458.30 99
105509.1  48458.24 99
105510.1  48458.70 99
105511.1  48458.99 99
105512.1  48459.36 99
105513.1  48459.90 99
105514.1  48459.80 99
105515.1  48459.13 99
105516.1  48458.98 99
105517.1  48458.42 99
105518.1  48458.39 99
105519.1  48458.36 99
105520.1  48458.03 99
105521.1  48457.48 99
105522.1  48457.39 99
105523.1  48457.72 99
105524.1  48457.94 99
105525.1  48458.30 99
105526.1  48458.49 99
105527.1  48458.78 99
105528.1  48458.57 99
105529.1  48458.45 99
105530.1  48458.28 99
105531.1  48458.19 99
105532.1  48457.75 99
105533.1  48458.14 99
105534.1  48458.36 99
105535.1  48458.51 99
105536.1  48458.20 99
105537.1  48457.96 99
105538.1  48458.04 99
105539.1  48457.68 99
105540.1  48458.39 99
105541.1  48458.00 99
105542.1  48458.25 99
105543.1  48458.78 99
105544.1  48458.55 99
105545.1  48458.21 99
105546.1  48457.71 99
105547.1  48457.23 99
105548.1  48457.14 99
105549.1  48457.02 99
105550.1  48456.82 99
105551.1  48457.01 99
105552.1  48457.04 99
105553.1  48457.49 99
105554.1  48457.30 99
105555.1  48457.12 99
105556.1  48457.11 99
105557.1  48457.28 99
105558.1  48457.03 99
105559.1  48456.27 99
105600.1  48456.01 99
105601.1  48456.21 99
105602.1  48456.82 99
105603.1  48456.99 99
105604.1  48456.66 99
105605.1  48456.37 99
105606.1  48456.74 99
105607.1  48456.91 99
105608.1  48456.49 99
105609.1  48456.68 99
105610.1  48456.81 99
105611.1  48456.14 99
105612.1  48456.26 99
105613.1  48456.10 99
105614.1  48456.46 99
105615.1  48456.45 99
105616.1  48456.50 99
105617.1  48456.20 99
105618.1  48456.21 99
105619.1  48456.19 99
105620.1  48455.69 99
105621.1  48455.97 99
105622.1  48455.39 99
105623.1  48454.75 99
105624.1  48454.79 99
105625.1  48454.97 99
105626.1  48455.10 99
105627.1  48455.12 99
105628.1  48454.98 99
105629.1  48455.10 99
105630.1  48455.62 99
105631.1  48456.00 99
105632.1  48456.41 99
105633.1  48456.52 99
105634.1  48456.77 99
105635.1  48457.16 99
105636.1  48457.58 99
105637.1  48457.66 99
105638.1  48457.82 99
105639.1  48458.42 99
105640.1  48458.76 99
105641.1  48458.95 99
105642.1  48458.77 99
105643.1  48458.03 99
105644.1  48457.59 99
105645.1  48457.35 99
105646.1  48457.29 99
105647.1  48457.00 99
105648.1  48456.71 99
105649.1  48456.58 99
105650.1  48456.58 99
105651.1  48456.80 99
105652.1  48457.22 99
105653.1  48457.08 99
105654.1  48457.07 99
105655.1  48456.68 99
105656.1  48456.57 99
105657.1  48456.41 99
105658.1  48456.50 99
105659.1  48456.20 99
105700.1  48455.96 99
105701.1  48455.90 99
105702.1  48455.96 99
105703.1  48455.87 99
105704.1  48455.15 99
105705.1  48454.82 99
105706.1  48454.81 99
105707.1  48455.34 99
105708.1  48456.04 99
105709.1  48456.63 99
105710.1  48457.11 99
105711.1  48457.46 99
105712.1  48457.85 99
105713.1  48458.03 99
105714.1  48458.11 99
105715.1  48458.18 99
105716.1  48458.32 99
105717.1  48458.32 99
105718.1  48458.19 99
105719.1  48458.39 99
105720.1  48458.09 99
105721.1  48458.17 99
105722.1  48457.93 99
105723.1  48457.79 99
105724.1  48457.77 99
105725.1  48457.60 99
105726.1  48457.30 99
105727.1  48456.57 99
105728.1  48455.78 99
105729.1  48455.82 99
105730.1  48456.52 99
105731.1  48457.16 99
105732.1  48457.36 99
105733.1  48456.60 99
105734.1  48456.38 99
105735.1  48455.93 99
105736.1  48454.76 99
105737.1  48454.65 99
105738.1  48454.62 99
105739.1  48454.96 99
105740.1  48455.65 99
105741.1  48456.03 99
105742.1  48456.29 99
105743.1  48456.70 99
105744.1  48456.71 99
105745.1  48456.18 99
105746.1  48456.96 99
105747.1  48457.23 99
105748.1  48456.47 99
105749.1  48456.83 99
105750.1  48456.64 99
105751.1  48456.67 99
105752.1  48456.65 99
105753.1  48456.74 99
105754.1  48456.80 99
105755.1  48456.26 99
105756.1  48456.43 99
105757.1  48456.30 99
105758.1  48456.21 99
105759.1  48456.74 99
105800.1  48457.19 99
105801.1  48457.16 99
105802.1  48456.44 99
105803.1  48455.95 99
105804.1  48457.44 99
105805.1  48459.10 99
105806.1  48458.69 99
105807.1  48457.97 99
105808.1  48457.55 99
105809.1  48458.15 99
105810.1  48458.14 99
105811.1  48457.62 99
105812.1  48457.16 99
105813.1  48456.42 99
105814.1  48455.22 99
105815.1  48454.51 99
105816.1  48454.37 99
105817.1  48454.93 99
105818.1  48455.76 99
105819.1  48456.20 99
105820.1  48455.99 99
105821.1  48455.70 99
105822.1  48455.35 99
105823.1  48455.15 99
105824.1  48455.89 99
105825.1  48455.19 99
105826.1  48453.82 99
105827.1  48453.83 99
105828.1  48454.14 99
105829.1  48454.50 99
105830.1  48454.51 99
105831.1  48454.40 99
105832.1  48454.68 99
105833.1  48454.83 99
105834.1  48458.44 99
105835.1  48458.93 99
105836.1  48459.17 99
105837.1  48459.70 99
105838.1  48460.96 99
105839.1  48461.94 99
105840.1  48463.15 99
105841.1  48462.14 99
105842.1  48460.44 99
105843.1  48460.55 99
105844.1  48463.66 99
105845.1  48465.16 99
105846.1  48465.32 99
105847.1  48464.73 99
105848.1  48463.59 99
105849.1  48463.80 99
105850.1  48464.57 99
105851.1  48464.46 99
105852.1  48464.19 99
105853.1  48464.96 99
105854.1  48465.64 99
105855.1  48465.38 99
105856.1  48465.80 99
105857.1  48465.49 99
105858.1  48465.57 99
105859.1  48465.93 99
105900.1  48465.67 99
105901.1  48465.78 99
105902.1  48465.79 99
105903.1  48465.69 99
105904.1  48465.19 99
105905.1  48464.64 99
105906.1  48464.02 99
105907.1  48465.04 99
105908.1  48465.76 99
105909.1  48466.06 99
105910.1  48466.08 99
105911.1  48465.65 99
105912.1  48465.59 99
105913.1  48465.94 99
105914.1  48466.12 99
105915.1  48466.42 99
105916.1  48466.63 99
105917.1  48466.88 99
105918.1  48467.44 99
105919.1  48467.87 99
105920.1  48468.09 99
105921.1  48468.29 99
105922.1  48468.36 99
105923.1  48468.69 99
105924.1  48468.90 99
105925.1  48469.12 99
105926.1  48469.20 99
105927.1  48468.98 99
105928.1  48468.41 99
105929.1  48468.06 99
105930.1  48467.33 99
105931.1  48466.81 99
105932.1  48466.62 99
105933.1  48466.59 99
105934.1  48465.95 99
105935.1  48465.85 99
105936.1  48466.12 99
105937.1  48465.91 99
105938.1  48466.10 99
105939.1  48466.53 99
105940.1  48467.10 99
105941.1  48467.72 99
105942.1  48468.20 99
105943.1  48469.00 99
105944.1  48469.02 99
105945.1  48468.41 99
105946.1  48468.07 99
105947.1  48468.23 99
105948.1  48468.48 99
105949.1  48468.20 99
105950.1  48468.28 99
105951.1  48468.39 99
105952.1  48468.53 99
105953.1  48468.32 99
105954.1  48468.19 99
105955.1  48468.87 99
105956.1  48468.62 99
105957.1  48467.78 99
105958.1  48467.16 99
105959.1  48467.30 99
110000.1  48467.51 99
110001.1  48467.84 99
110002.1  48467.83 99
110003.1  48467.83 99
110004.1  48467.60 99
110005.1  48467.37 99
110006.1  48467.76 99
110007.1  48467.50 99
110008.1  48466.87 99
110009.1  48466.36 99
110010.1  48466.05 99
110011.1  48465.75 99
110012.1  48466.22 99
110013.1  48466.26 99
110014.1  48465.94 99
110015.1  48465.69 99
110016.1  48465.50 99
110017.1  48465.29 99
110018.1  48465.22 99
110019.1  48465.80 99
110020.1  48466.16 99
110021.1  48466.34 99
110022.1  48465.33 99
110023.1  48465.01 99
110024.1  48465.13 99
110025.1  48465.09 99
110026.1  48465.52 99
110027.1  48465.36 99
110028.1  48465.93 99
110029.1  48466.28 99
110030.1  48466.00 99
110031.1  48465.73 99
110032.1  48465.46 99
110033.1  48464.96 99
110034.1  48465.00 99
110035.1  48465.34 99
110036.1  48465.48 99
110037.1  48465.52 99
110038.1  48465.46 99
110039.1  48465.03 99
110040.1  48464.49 99
110041.1  48464.81 99
110042.1  48465.13 99
110043.1  48465.98 99
110044.1  48465.62 99
110045.1  48465.06 99
110046.1  48464.50 99
110047.1  48464.48 99
110048.1  48465.01 99
110049.1  48465.79 99
110050.1  48466.21 99
110051.1  48466.10 99
110052.1  48466.17 99
110053.1  48466.44 99
110054.1  48466.77 99
110055.1  48466.82 99
110056.1  48466.31 99
110057.1  48466.40 99
110058.1  48466.67 99
110059.1  48467.02 99
110100.1  48467.51 99
110101.1  48466.84 99
110102.1  48466.50 99
110103.1  48466.73 99
110104.1  48466.38 99
110105.1  48466.01 99
110106.1  48465.58 99
110107.1  48465.72 99
110108.1  48466.05 99
110109.1  48466.35 99
110110.1  48465.99 99
110111.1  48465.93 99
110112.1  48465.93 99
110113.1  48466.38 99
110114.1  48466.11 99
110115.1  48465.89 99
110116.1  48465.70 99
110117.1  48465.60 99
110118.1  48465.50 99
110119.1  48465.48 99
110120.1  48465.33 99
110121.1  48465.10 99
110122.1  48465.13 99
110123.1  48465.42 99
110124.1  48465.71 99
110125.1  48465.94 99
110126.1  48465.85 99
110127.1  48466.06 99
110128.1  48466.26 99
110129.1  48466.20 99
110130.1  48465.92 99
110131.1  48466.09 99
110132.1  48466.55 99
110133.1  48467.15 99
110134.1  48467.19 99
110135.1  48467.15 99
110136.1  48466.80 99
110137.1  48466.66 99
110138.1  48466.78 99
110139.1  48467.01 99
110140.1  48466.91 99
110141.1  48466.95 99
110142.1  48467.24 99
110143.1  48467.44 99
110144.1  48468.19 99
110145.1  48468.69 99
110146.1  48468.70 99
110147.1  48469.05 99
110148.1  48469.20 99
110149.1  48468.79 99
110150.1  48468.49 99
110151.1  48468.03 99
110152.1  48468.10 99
110153.1  48468.34 99
110154.1  48468.59 99
110155.1  48468.38 99
110156.1  48468.24 99
110157.1  48468.10 99
110158.1  48467.86 99
110159.1  48467.74 99
110200.1  48467.36 99
110201.1  48467.25 99
110202.1  48467.41 99
110203.1  48467.67 99
110204.1  48467.92 99
110205.1  48467.88 99
110206.1  48467.61 99
110207.1  48467.67 99
110208.1  48467.53 99
110209.1  48467.17 99
110210.1  48467.55 99
110211.1  48467.45 99
110212.1  48467.44 99
110213.1  48467.16 99
110214.1  48467.37 99
110215.1  48467.50 99
110216.1  48468.08 99
110217.1  48468.50 99
110218.1  48468.89 99
110219.1  48469.24 99
110220.1  48469.92 99
110221.1  48470.25 99
110222.1  48470.32 99
110223.1  48469.94 99
110224.1  48469.73 99
110225.1  48469.43 99
110226.1  48468.83 99
110227.1  48467.65 99
110228.1  48467.29 99
110229.1  48467.73 99
110230.1  48467.92 99
110231.1  48468.12 99
110232.1  48468.42 99
110233.1  48468.24 99
110234.1  48467.63 99
110235.1  48466.68 99
110236.1  48466.62 99
110237.1  48467.62 99
110238.1  48466.58 99
110239.1  48466.13 99
110240.1  48465.88 99
110241.1  48465.62 99
110242.1  48465.29 99
110243.1  48465.13 99
110244.1  48464.90 99
110245.1  48464.54 99
110246.1  48464.63 99
110247.1  48464.98 99
110248.1  48465.83 99
110249.1  48466.65 99
110250.1  48467.54 99
110251.1  48468.16 99
110252.1  48468.19 99
110253.1  48468.57 99
110254.1  48468.42 99
110255.1  48468.16 99
110256.1  48468.09 99
110257.1  48467.82 99
110258.1  48467.68 99
110259.1  48467.53 99
110300.1  48466.97 99
110301.1  48466.35 99
110302.1  48466.22 99
110303.1  48465.99 99
110304.1  48465.93 99
110305.1  48465.85 99
110306.1  48465.94 99
110307.1  48466.72 99
110308.1  48467.45 99
110309.1  48468.25 99
110310.1  48468.69 99
110311.1  48468.68 99
110312.1  48469.05 99
110313.1  48469.15 99
110314.1  48469.05 99
110315.1  48469.12 99
110316.1  48469.19 99
110317.1  48469.02 99
110318.1  48468.49 99
110319.1  48468.20 99
110320.1  48468.02 99
110321.1  48467.51 99
110322.1  48467.24 99
110323.1  48467.34 99
110324.1  48467.79 99
110325.1  48467.86 99
110326.1  48467.67 99
110327.1  48467.37 99
110328.1  48467.15 99
110329.1  48467.66 99
110330.1  48467.96 99
