 # MagPy - ASCII
 # StationID:  WIC
 # DataPier:  A2
 # DataFormat:  MagPyDI
 # DataType:  MagPyDI1.0
 # DataComponents:  IDFF
 # DataID:  BLV_LEMI036_1_0002_GP20S3NSS2_012201_0001_A2
 # SensorID:  BLV_LEMI036_1_0002_GP20S3NSS2_012201_0001_A2
 # DataSamplingRate:  1980.0
# head:
Epoch[],i[deg],d[deg],f[nT],f[nT],T[deg C],ScaleValueDI[deg/unit],Dec_S0[],Dec_deltaH[],Dec_epsilonZ[],Inc_S0[],Inc_epsilonZ[],H-base[nT],D-base[deg],Z-base[nT],dF[],Person[],DI-Inst[],Mire[],F-type[],-[],-[],-[],-[]
# data:
2023-02-22T10:00:00.000000,64.44776524754654,4.860094589629867,48859.38717055256,48859.38717055256,7.3,0.9936524830959697,5.2229179428964825,2.870020697958497,65.39122656110489,5.721188642039336,65.86315072483931,23.591322774380387,3.674666247174397,-21.1129386074972,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-01T09:05:00.000000,64.49162992189105,4.901043235524681,48879.99657003891,48879.99657003891,7.3,1.0232860895430527,6.133931604366475,2.502643542101232,66.12676521124854,6.181452538176772,65.9566515669844,23.859710151326,3.674638566809929,-21.079189574636985,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-01T09:27:00.000000,64.48541523199154,4.873928625272287,48881.7281964828,48881.7281964828,7.3,1.003619044320035,5.891044901361395,2.7862570945269494,66.18916819731412,6.1186157563742665,65.81801682494618,23.491708904988627,3.6750101812718268,-21.126071449187293,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-01T09:55:00.000000,64.48493291472984,4.8728376340676505,48878.240762711735,48878.240762711735,7.3,0.9836158625914518,-2.8688567572557186,-16.003359442923504,-14.640228697374862,-2.5600754871925986,-15.18031701413765,24.086641205441992,3.67429118150676,-21.248993747249187,nan,Musterfrau,Hegy_6814-5255_04-2012_DTU_DI0146_04-2012,180.13725,Fext,-,-,idff,nan
2023-03-01T10:18:00.000000,64.4836841788629,4.861517173336949,48878.66392780986,48878.66392780986,7.3,0.9943486319438064,-3.2299756054306834,-15.933235103737928,-15.364831879293313,-3.00288762653482,-15.443005390244227,23.82758428505622,3.67468095118096,-21.201818082765385,nan,Musterfrau,Hegy_6814-5255_04-2012_DTU_DI0146_04-2012,180.13725,Fext,-,-,idff,nan
2023-03-09T08:05:00.000000,64.49722654445722,4.861105614445014,48877.2366485844,48877.2366485844,7.3,0.9957161145365248,5.5634342943579576,3.005102059045991,65.30663856096896,6.076655104726353,65.58587890850308,23.59191093883055,3.6745242101944453,-20.977338997938205,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-09T08:29:00.000000,64.49799449921828,4.8610962575482715,48875.01586363682,48875.01586363682,7.3,1.0006558786828372,5.600718877060959,2.177718000294001,65.54504827309415,6.27218583814431,65.6172880908652,23.29406387675772,3.6752196977459985,-20.78980278684321,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-15T08:39:00.000000,64.4823830763531,4.891312055100597,48870.329792630204,48870.329792630204,7.3,0.9783581622932858,5.972514036273787,2.7816452963377962,65.46775043938031,5.861586966076983,65.84136356924392,23.295556949375168,3.6748120564777733,-20.83717856009025,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-15T09:02:00.000000,64.47911783105695,4.915625415288087,48868.304618209295,48868.304618209295,7.3,1.0049559471089546,4.054715575583439,1.4547186501200149,63.53772188533652,6.161288439802968,65.47559180113628,23.086205308223725,3.6778150845433655,-20.82468334206351,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-23T07:00:00.000000,64.43903682656024,4.94228498252326,48890.21570772305,48890.21570772305,7.3,0.9878093351522017,6.0103430730906675,2.7111876842539417,64.9258276772699,6.849868529210899,65.43955284977193,23.52640947378677,3.673713760387525,-20.85556516997167,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-23T07:24:00.000000,64.43735458398629,4.9660730849096755,48885.84754812387,48885.84754812387,7.3,1.0138569410222504,5.918364653012072,2.5518453952852442,65.0226070055333,6.270893821247769,65.36873711990849,23.19062198650863,3.6747253688631614,-20.831234171149845,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-30T07:20:00.000000,64.46115055494589,4.964895771674557,48880.107128766795,48880.107128766795,7.3,1.0021253798263243,5.954992288451994,2.612449674977794,65.83458394008285,6.174373940715226,65.52949206561665,22.9735260155976,3.673510908226856,-20.733149336709175,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-03-30T07:43:00.000000,64.46075208699162,4.967789032221713,48878.2650398809,48878.2650398809,7.3,0.9994953639130446,5.665208306808243,2.63154179734457,65.36960543086182,6.008121991564607,65.39035091793325,23.381171840235766,3.674537317909366,-20.913560829285416,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-05T05:48:00.000000,64.4639482981392,4.927298942453696,48886.50606124632,48886.50606124632,7.3,1.002089324692931,6.61083421576822,2.4189524228862567,65.41849436742595,6.639000019433121,65.42758385883975,23.538347884023096,3.6736387646953657,-20.959320121255587,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-05T06:12:00.000000,64.46454557924633,4.936621540419907,48887.197154298825,48887.197154298825,7.3,0.9801483833681679,6.28592241528176,2.6693068939626627,65.17814387979007,6.162441504602265,65.12951989370701,23.80823774847522,3.674022518749777,-21.16664359626884,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-05T06:41:00.000000,64.46981943863689,4.949940733547521,48884.13668395988,48884.13668395988,7.3,0.9967538144846289,-3.7592290714219736,-16.07576781751442,-16.268420823231963,-2.9704631740204426,-16.962686269362063,23.429833399939525,3.674622622131551,-21.00406192446826,nan,Musterfrau,Hegy_6814-5255_04-2012_DTU_DI0146_04-2012,180.13725,Fext,-,-,idff,nan
2023-04-05T07:09:00.000000,64.47176727437429,4.977128613038758,48880.922151587685,48880.922151587685,7.3,1.0024421309840006,-3.530639478798835,-16.299428723516186,-17.213155658549834,-2.9065024276464535,-17.62697435370473,23.267909600032,3.6734954095495027,-20.849673066280957,nan,Musterfrau,Hegy_6814-5255_04-2012_DTU_DI0146_04-2012,180.13725,Fext,-,-,idff,nan
2023-04-12T05:52:00.000000,64.45170999973787,4.945999553247182,48888.75439541948,48888.75439541948,7.3,0.9994851517144895,6.256378393801416,2.6454470024320056,64.78994644643923,6.584019214775065,64.87847225923132,23.077735507311445,3.6739881018124234,-20.838759702412062,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-12T06:15:00.000000,64.45230439066995,4.945391490246793,48887.25548653796,48887.25548653796,7.3,1.0028256550722965,5.870466037432161,2.796741142386079,64.60649868702599,6.473978102683221,64.97768345848225,23.48117648735206,3.673579431349023,-21.040284239934408,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-12T07:48:00.000000,64.45406454611694,4.960969137535738,48877.73524485519,48877.73524485519,7.3,0.9961072536722733,6.242099266870066,2.9959106271066793,65.03375033173046,7.313436868052867,64.92228147707344,23.581013958657422,3.676372041604506,-20.93500735032285,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,359.255,Fext,-,-,idff,nan
2023-04-12T08:26:00.000000,64.45752914127206,4.943878205887698,48873.0372155376,48873.0372155376,7.3,0.9941213613661355,7.278597007491923,3.0061076602644787,64.68106791815933,8.141272418218419,64.65310581243253,23.49464690304012,3.6766944241018362,-21.04958861047635,nan,Musterfrau,T010B_160391_07-2018_MAG01H_562_1024H_07-2011,359.255,Fext,-,-,idff,nan
2023-04-17T10:52:00.000000,64.44474107271978,4.8289088762136405,48858.21735655679,48858.21735655679,7.3,0.9989068192091091,6.809438018396025,2.611612676576085,64.88510748289491,7.23255231371944,64.7562729922303,23.29725879916805,3.6735602015889097,-21.000352268696588,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-17T11:18:00.000000,64.44272040976092,4.8159077162899795,48855.58619619927,48855.58619619927,7.3,1.0088087721375192,6.629318104360366,2.537432274734332,65.00064546904963,6.871378726369488,64.7433392520986,23.108107722851855,3.673155031844058,-21.07571700870176,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-26T07:21:00.000000,64.48307414043933,4.972334903364583,48882.729906653425,48882.729906653425,7.3,0.9909742284400056,5.97852758694726,2.683286009848434,64.48732143380309,6.469072625212908,64.91115303027365,23.353116167345433,3.673311138578694,-20.97563111143245,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-04-26T07:44:00.000000,64.4875915883283,4.980230499682106,48881.47164868207,48881.47164868207,7.3,0.9875815667040564,5.91339020512508,2.9321688819279808,64.79826212826156,5.97815854868029,65.14723861216625,23.086106049478985,3.674348294633998,-20.841657321783714,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-05-03T06:17:00.000000,64.46770527126802,4.962957864122582,48890.456396452275,48890.456396452275,7.3,0.9963235197696497,5.920204746228808,2.9322136165724846,64.96729881456965,6.406064470125728,64.9094252443547,23.446265096001298,3.6747455832112306,-21.052409011434065,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
2023-05-03T06:41:00.000000,64.47012613982007,4.972850057198677,48888.74009854943,48888.74009854943,7.3,1.0029000362531586,5.445594724075218,2.5045737735471874,64.60801023827456,5.861192118897919,65.12636464142473,23.200007908119005,3.675066567408433,-20.937424674884824,nan,Musterfrau,T010B_160391_07-2018_MAG01H_504_0911H_03-2016,180.1372,Fext,-,-,idff,nan
