23:59:41	48511,2	0910235902
23:59:51	48511,5	0910235912
00:00:01	48511,5	0910235922
00:00:11	48511,5	0910235932
00:00:21	48511,0	0910235942
00:00:31	48510,3	0910235952
00:00:40	48510,8	0911000002
00:00:51	48510,7	0911000012
00:01:00	48511,7	0911000022
00:01:10	48511,7	0911000032
00:01:20	48511,1	0911000042
00:01:30	48510,7	0911000052
00:01:40	48511,6	0911000102
00:01:50	48510,8	0911000112
00:02:00	48509,8	0911000122
00:02:10	48510,6	0911000132
00:02:20	48511,7	0911000142
00:02:30	48511,9	0911000152
00:02:40	48512,3	0911000202
00:02:50	48511,7	0911000212
00:03:00	48511,5	0911000222
00:03:10	48510,2	0911000232
00:03:20	48511,1	0911000242
00:03:30	48512,0	0911000252
00:03:40	48511,9	0911000302
00:03:50	48512,0	0911000312
00:04:00	48512,4	0911000322
00:04:10	48512,2	0911000332
00:04:20	48511,8	0911000342
00:04:30	48511,3	0911000352
00:04:40	48512,3	0911000402
00:04:50	48512,0	0911000412
00:05:00	48512,4	0911000422
00:05:10	48513,1	0911000432
00:05:20	48513,0	0911000442
00:05:30	48512,2	0911000452
00:05:40	48511,9	0911000502
00:05:50	48510,9	0911000512
00:06:00	48510,3	0911000522
00:06:10	48512,4	0911000532
00:06:20	48512,1	0911000542
00:06:30	48513,2	0911000552
00:06:40	48512,3	0911000602
00:06:50	48512,8	0911000612
00:07:00	48511,8	0911000622
00:07:10	48511,3	0911000632
00:07:20	48510,8	0911000642
00:07:30	48512,3	0911000652
00:07:40	48513,2	0911000702
00:07:50	48512,9	0911000712
00:08:00	48512,6	0911000722
00:08:10	48512,9	0911000732
00:08:20	48511,9	0911000742
00:08:30	48511,8	0911000752
00:08:40	48511,9	0911000802
00:08:50	48513,3	0911000812
00:09:00	48513,2	0911000822
00:09:10	48513,2	0911000832
00:09:20	48513,0	0911000842
00:09:30	48512,3	0911000852
00:09:40	48512,1	0911000902
00:09:50	48511,4	0911000912
00:10:00	48512,9	0911000922
00:10:10	48513,3	0911000932
00:10:20	48513,5	0911000942
00:10:30	48513,4	0911000952
00:10:40	48513,4	0911001002
00:10:50	48513,2	0911001012
00:11:00	48513,0	0911001022
00:11:10	48513,8	0911001032
00:11:20	48513,0	0911001042
