23:59:45	48522,4	0916235902
23:59:55	48521,9	0916235912
00:00:05	48521,3	0916235922
00:00:15	48522,3	0916235932
00:00:25	48522,4	0916235942
00:00:35	48522,7	0916235952
00:00:45	48522,4	0917000002
00:00:55	48521,9	0917000012
00:01:05	48521,8	0917000022
00:01:15	48521,6	0917000032
00:01:25	48521,5	0917000042
00:01:35	48521,4	0917000052
00:01:45	48521,8	0917000102
00:01:55	48522,1	0917000112
00:02:05	48522,3	0917000122
00:02:15	48522,5	0917000132
00:02:25	48522,0	0917000142
00:02:35	48521,7	0917000152
00:02:45	48522,2	0917000202
00:02:55	48522,6	0917000212
00:03:05	48522,6	0917000222
00:03:15	48522,0	0917000232
00:03:25	48522,4	0917000242
00:03:35	48522,1	0917000252
00:03:45	48521,7	0917000302
00:03:55	48521,8	0917000312
00:04:05	48522,1	0917000322
00:04:15	48522,1	0917000332
00:04:25	48522,2	0917000342
00:04:35	48521,8	0917000352
00:04:45	48521,9	0917000402
00:04:55	48522,2	0917000412
00:05:05	48522,2	0917000422
00:05:15	48522,2	0917000432
00:05:25	48522,4	0917000442
00:05:35	48522,5	0917000452
00:05:45	48522,7	0917000502
00:05:55	48521,7	0917000512
00:06:05	48521,4	0917000522
00:06:15	48522,3	0917000532
00:06:25	48522,1	0917000542
00:06:35	48522,4	0917000552
00:06:45	48522,6	0917000602
00:06:55	48522,1	0917000612
00:07:05	48521,5	0917000622
00:07:15	48521,4	0917000632
00:07:25	48521,3	0917000642
00:07:35	48521,6	0917000652
00:07:45	48522,0	0917000702
00:07:55	48522,3	0917000712
00:08:05	48522,6	0917000722
00:08:15	48521,8	0917000732
00:08:25	48521,3	0917000742
00:08:35	48522,0	0917000752
00:08:45	48521,9	0917000802
00:08:55	48522,5	0917000812
00:09:05	48522,3	0917000822
00:09:15	48522,2	0917000832
00:09:25	48522,3	0917000842
00:09:35	48521,7	0917000852
00:09:45	48522,4	0917000902
00:09:55	48522,0	0917000912
00:10:05	48521,6	0917000922
00:10:15	48522,4	0917000932
00:10:25	48522,4	0917000942
00:10:35	48522,4	0917000952
00:10:45	48522,5	0917001002
00:10:55	48521,9	0917001012
00:11:05	48522,0	0917001022
00:11:15	48521,6	0917001032
00:11:25	48522,2	0917001042
00:11:35	48522,2	0917001052
00:11:45	48522,4	0917001102
00:11:55	48522,5	0917001112
